SIP_ID,Date,rm_id,client_id,SIP_Status,SIP_Amount
SIP_002938,2026-06-18,RM_0047,CL_00215,Active,15419.83
SIP_000068,2026-04-11,RM_0028,CL_00636,Active,49256.58
SIP_001943,2026-06-19,RM_0037,CL_00890,Stopped,8896.17
SIP_000164,2026-05-29,RM_0009,CL_00831,Paused,48099.38
SIP_005954,2026-07-01,RM_0001,CL_00463,Active,14254.73
SIP_001026,2026-06-22,RM_0012,CL_00713,Active,36920.15
SIP_002144,2026-06-10,RM_0006,CL_00405,Paused,46718.68
SIP_002761,2026-07-03,RM_0001,CL_00291,Active,42617.14
SIP_002133,2026-04-10,RM_0037,CL_00890,Active,12857.99
SIP_005600,2026-06-01,RM_0027,CL_00110,Active,49428.47
SIP_004751,2026-05-24,RM_0027,CL_00331,Active,28866.93
SIP_002716,2026-04-29,RM_0031,CL_00854,Active,21331.67
SIP_003471,2026-04-13,RM_0001,CL_00459,Active,28943.02
SIP_000617,2026-06-13,RM_0049,CL_00817,Paused,26251.78
SIP_005072,2026-06-24,RM_0057,CL_00329,Paused,41512.57
SIP_005724,2026-04-15,RM_0041,CL_00860,Paused,6192.08
SIP_004239,2026-05-21,RM_0043,CL_00197,Active,17325.1
SIP_000431,2026-04-11,RM_0027,CL_00563,Active,24842.89
SIP_002610,2026-04-08,RM_0060,CL_00596,Paused,5081.67
SIP_000806,2026-06-08,RM_0015,CL_00059,Active,48972.6
SIP_000923,2026-06-16,RM_0015,CL_00013,Stopped,12197.35
SIP_001667,2026-06-13,RM_0053,CL_00220,Active,14322.5
SIP_003150,2026-05-24,RM_0040,CL_00274,Active,16052.93
SIP_005504,2026-04-27,RM_0028,CL_00522,Active,46143.29
SIP_000550,2026-04-23,RM_0010,CL_00655,Active,41412.74
SIP_002553,2026-05-05,RM_0040,CL_00334,Active,20301.76
SIP_001558,2026-04-21,RM_0002,CL_00534,Active,14166.79
SIP_002981,2026-06-16,RM_0049,CL_00766,,37754.07
SIP_000129,2026-06-22,RM_0056,CL_00194,Active,19429.91
SIP_000259,2026-04-25,RM_0037,CL_00414,Active,31539.22
SIP_003918,2026-04-24,RM_0021,CL_00384,Paused,42262.71
SIP_000061,2026-06-02,RM_0008,CL_00849,Active,41333.07
SIP_003201,2026-04-23,RM_0037,CL_00890,Stopped,40385.9
SIP_005237,2026-04-25,RM_0057,CL_00752,Active,46483.93
SIP_000557,2026-04-09,RM_0058,CL_00068,Paused,14648.28
SIP_000312,2026-05-06,RM_0056,CL_00198,Stopped,14373.36
SIP_002860,2026-05-25,RM_0049,CL_00235,Active,24006.96
SIP_004060,2026-06-14,RM_0060,CL_00817,Stopped,11193.71
SIP_004773,2026-06-22,RM_0043,CL_00482,Active,17065.47
SIP_004518,2026-04-25,RM_0049,CL_00548,Stopped,3320.61
SIP_004256,2026-05-18,RM_0049,CL_00214,Active,1222.39
SIP_005767,2026-04-27,RM_0010,CL_00109,Stopped,3941.51
SIP_003283,2026-05-04,RM_0039,CL_00412,Stopped,30709.31
SIP_002692,2026-06-01,RM_0033,CL_00612,Stopped,44210.63
SIP_004152,2026-06-13,RM_0059,CL_00389,Paused,2291.45
SIP_001876,2026-05-03,RM_0012,CL_00893,,32741.29
SIP_002111,2026-06-10,RM_0027,CL_00087,Active,44505.09
SIP_000072,2026-05-29,RM_0011,CL_00682,Active,11421.4
SIP_000911,2026-04-09,RM_0008,CL_00699,Stopped,47593.56
SIP_000907,2026-04-07,RM_0001,CL_00463,,34505.31
SIP_003428,2026-05-12,RM_0028,CL_00772,Paused,9087.14
SIP_000212,2026-05-29,RM_0040,CL_00415,Stopped,43616.43
SIP_004540,2026-07-03,RM_0001,CL_00721,Active,38984.42
SIP_000752,2026-05-17,RM_0043,CL_00856,Active,22287.52
SIP_001283,2026-04-05,RM_0041,CL_00266,Active,30184.23
SIP_004298,2026-05-13,RM_0060,CL_00729,Active,37965.91
SIP_004949,2026-04-15,RM_0002,CL_00256,Active,43254.79
SIP_001635,2026-06-15,RM_0057,CL_00744,,8920.54
SIP_005108,2026-06-08,RM_0039,CL_00025,Paused,28352.8
SIP_001721,2026-04-22,RM_0058,CL_00234,Active,4420.18
SIP_003806,2026-05-30,RM_0007,CL_00871,Active,35995.4
SIP_001174,2026-05-31,RM_0004,CL_00104,Stopped,15403.71
SIP_001799,2026-04-22,RM_0016,CL_00355,Stopped,17919.61
SIP_000513,2026-04-23,RM_0021,CL_00048,Stopped,36073.23
SIP_005857,2026-04-08,RM_0033,CL_00758,Active,21035.12
SIP_001700,2026-04-28,RM_0006,CL_00456,Active,17138.9
SIP_001193,2026-06-13,RM_0058,CL_00574,Active,36551.06
SIP_002090,2026-05-08,RM_0028,CL_00032,Paused,8402.41
SIP_004969,2026-06-20,RM_0053,CL_00753,Stopped,31828.1
SIP_000241,2026-05-08,RM_0028,CL_00524,Paused,21864.71
SIP_002204,2026-04-22,RM_0033,CL_00071,Stopped,5785.27
SIP_004113,2026-06-24,RM_0045,CL_00570,Active,34275.75
SIP_002202,2026-05-30,RM_0059,CL_00069,Paused,17510.7
SIP_002142,2026-05-05,RM_0044,CL_00597,Paused,26234.47
SIP_001456,2026-05-03,RM_0041,CL_00324,Active,14600.08
SIP_000789,2026-05-06,RM_0039,CL_00448,Active,33747.06
SIP_004380,2026-06-15,RM_0031,CL_00654,Stopped,2591.55
SIP_003048,2026-06-18,RM_0002,CL_00430,Active,25547.71
SIP_001571,2026-06-16,RM_0039,CL_00651,Active,42680.31
SIP_005129,2026-06-28,RM_0015,CL_00184,Active,46266.53
SIP_001614,2026-05-21,RM_0049,CL_00508,Paused,31356.39
SIP_003921,2026-06-04,RM_0002,CL_00618,Stopped,11989.43
SIP_001022,2026-06-02,RM_0039,CL_00704,Active,978.98
SIP_005019,2026-04-11,RM_0049,CL_00531,Active,2584.14
SIP_001987,2026-04-12,RM_0010,CL_00795,Active,9503.57
SIP_005324,2026-05-13,RM_0004,CL_00349,Active,4010.9
SIP_000565,2026-05-03,RM_0022,CL_00664,Active,10709.47
SIP_005975,2026-06-10,RM_0015,CL_00812,Stopped,47265.06
SIP_001958,2026-04-23,RM_0043,CL_00804,Active,28735.59
SIP_005671,2026-06-05,RM_0053,CL_00131,Active,13115.7
SIP_003925,2026-05-03,RM_0039,CL_00771,Active,48117.14
SIP_000828,2026-04-09,RM_0007,CL_00339,Paused,3607.52
SIP_000056,2026-06-30,RM_0028,CL_00100,Active,45676.74
SIP_000054,2026-04-28,RM_0006,CL_00340,Active,25139.75
SIP_003657,2026-04-09,RM_0043,CL_00306,Stopped,44626.92
SIP_002948,2026-04-25,RM_0052,CL_00631,Paused,49367.92
SIP_003033,2026-05-02,RM_0043,CL_00781,Active,6956.53
SIP_001709,2026-05-03,RM_0043,CL_00893,Active,18505.58
SIP_003959,2026-05-31,RM_0041,CL_00507,Active,11749.93
SIP_004526,2026-06-19,RM_0057,CL_00177,Active,15070.81
SIP_003329,2026-06-20,RM_0053,CL_00852,Active,47854.3
SIP_005817,2026-05-11,RM_0015,CL_00437,Stopped,20255.56
SIP_001461,2026-06-27,RM_0039,CL_00874,Stopped,48297.95
SIP_005010,2026-05-17,RM_0052,CL_00631,Active,36052.41
SIP_000115,2026-06-20,RM_0045,CL_00643,Active,22010.08
SIP_005710,2026-04-19,RM_0039,CL_00744,Active,48991.3
SIP_004907,2026-07-01,RM_0045,CL_00318,Active,33833.68
SIP_001879,2026-05-28,RM_0043,CL_00634,Paused,7729.34
SIP_001072,2026-06-17,RM_0049,CL_00395,Active,2613.83
SIP_003394,2026-04-14,RM_0049,CL_00592,Stopped,16236.99
SIP_005623,2026-06-14,RM_0001,CL_00554,Stopped,38690.03
SIP_003373,2026-05-30,RM_0031,CL_00020,Paused,29435.65
SIP_002119,2026-04-27,RM_0039,CL_00704,Active,38817.85
SIP_005095,2026-06-12,RM_0001,CL_00541,Paused,10175.27
SIP_005291,2026-04-30,RM_0054,CL_00298,Stopped,9438.55
SIP_005379,2026-05-18,RM_0056,CL_00528,Stopped,38035.2
SIP_001421,2026-04-25,RM_0043,CL_00882,Stopped,33455.62
SIP_000283,2026-04-14,RM_0002,CL_00618,Active,40594.56
SIP_000483,2026-06-09,RM_0004,CL_00130,Active,11563.1
SIP_002796,2026-06-02,RM_0006,CL_00078,Stopped,38705.47
SIP_003801,2026-04-17,RM_0022,CL_00026,Active,37296.42
SIP_002345,2026-06-01,RM_0059,CL_00389,Active,11634.86
SIP_002750,2026-04-23,RM_0027,CL_00224,Stopped,18429.87
SIP_000427,2026-04-09,RM_0028,CL_00165,Stopped,49373.91
SIP_000112,2026-06-25,RM_0017,CL_00537,Active,20617.11
SIP_000023,2026-06-15,RM_0011,CL_00777,Active,38642.55
SIP_000255,2026-06-09,RM_0033,CL_00843,Paused,26184.63
SIP_005069,2026-06-22,RM_0028,CL_00636,Stopped,42333.79
SIP_003321,2026-06-14,RM_0027,CL_00087,Active,17004.94
SIP_003300,2026-06-22,RM_0009,CL_00339,Active,15752.7
SIP_004998,2026-04-10,RM_0006,CL_00553,Stopped,36680.43
SIP_002599,2026-05-09,RM_0053,CL_00637,Paused,18330.77
SIP_004395,2026-06-16,RM_0058,CL_00575,Stopped,23607.53
SIP_004448,2026-04-16,RM_0039,CL_00786,Active,32329.1
SIP_002879,2026-06-22,RM_0058,CL_00124,Stopped,34349.04
SIP_000673,2026-05-26,RM_0047,CL_00895,Paused,9484.32
SIP_001686,2026-06-30,RM_0022,CL_00580,Paused,15160.94
SIP_005808,2026-06-06,RM_0045,CL_00120,Stopped,44409.33
SIP_001514,2026-06-04,RM_0041,CL_00617,Active,37610.9
SIP_003903,2026-07-03,RM_0006,CL_00472,Active,6263.63
SIP_001112,2026-06-12,RM_0039,CL_00802,Stopped,29241.41
SIP_000704,2026-05-25,RM_0001,CL_00791,Active,28135.92
SIP_003040,2026-04-27,RM_0039,CL_00196,Paused,39941.82
SIP_003476,2026-05-10,RM_0008,CL_00164,Stopped,37037.17
SIP_000318,2026-06-11,RM_0006,CL_00730,Active,10666.9
SIP_002164,2026-04-18,RM_0047,CL_00017,Stopped,24336.52
SIP_001037,2026-06-05,RM_0027,CL_00563,Paused,23663.37
SIP_003999,2026-07-01,RM_0045,CL_00034,Stopped,5862.55
SIP_004231,2026-04-11,RM_0017,CL_00759,Active,18537.89
SIP_001320,2026-06-15,RM_0041,CL_00420,Stopped,48858.96
SIP_000183,2026-06-06,RM_0039,CL_00487,Active,44729.64
SIP_001303,2026-06-15,RM_0045,CL_00576,Active,35754.34
SIP_000236,2026-05-14,RM_0053,CL_00220,Paused,39930.05
SIP_000680,2026-04-15,RM_0006,CL_00825,Active,32807.66
SIP_003837,2026-06-16,RM_0054,CL_00816,Stopped,8568.18
SIP_003552,2026-06-24,RM_0060,CL_00607,Active,26373.66
SIP_004733,2026-06-20,RM_0053,CL_00107,Active,33841.56
SIP_001974,2026-04-12,RM_0021,CL_00127,Active,7621.29
SIP_004497,2026-04-09,RM_0041,CL_00656,Active,38203.32
SIP_000562,2026-06-29,RM_0016,CL_00446,Active,18850.09
SIP_002605,2026-06-10,RM_0006,CL_00553,,32304.43
SIP_001734,2026-06-25,RM_0040,CL_00606,Stopped,24338.99
SIP_000206,2026-06-01,RM_0027,CL_00090,Stopped,34593.75
SIP_002203,2026-06-24,RM_0006,CL_00780,Paused,49185.14
SIP_004182,2026-06-16,RM_0002,CL_00398,Paused,39557.38
SIP_005859,2026-05-03,RM_0016,CL_00122,Paused,9575.56
SIP_000838,2026-04-28,RM_0035,CL_00663,Stopped,32772.58
SIP_002809,2026-07-01,RM_0022,CL_00417,Active,30591.59
SIP_004354,2026-06-30,RM_0045,CL_00411,Active,37019.2
SIP_001355,2026-04-22,RM_0001,CL_00803,Active,46396.5
SIP_002711,2026-04-27,RM_0049,CL_00091,Stopped,18159.46
SIP_003393,2026-06-05,RM_0001,CL_00824,Active,42820.05
SIP_004333,2026-04-27,RM_0028,CL_00032,Stopped,31483.56
SIP_005670,2026-06-21,RM_0053,CL_00295,Active,18985.6
SIP_000768,2026-06-19,RM_0037,CL_00364,Paused,11190.22
SIP_004422,2026-04-12,RM_0041,CL_00363,Paused,44704.34
SIP_003589,2026-05-06,RM_0043,CL_00480,Stopped,7514.2
SIP_004887,2026-06-10,RM_0016,CL_00474,Active,24297.3
SIP_001377,2026-05-12,RM_0027,CL_00503,Active,14249.52
SIP_003970,2026-05-08,RM_0001,CL_00188,Stopped,48753.27
SIP_001838,2026-06-04,RM_0001,CL_00004,Paused,45503.66
SIP_005645,2026-04-19,RM_0057,CL_00440,Stopped,10799.05
SIP_005802,2026-04-27,RM_0045,CL_00034,Active,12256.49
SIP_001027,2026-07-02,RM_0017,CL_00347,Paused,28366.18
SIP_005351,2026-06-07,RM_0041,CL_00500,Stopped,8190.57
SIP_005885,2026-06-12,RM_0004,CL_00396,Active,6983.07
SIP_001999,2026-05-12,RM_0028,CL_00313,Paused,46879.19
SIP_002545,2026-06-24,RM_0045,CL_00318,Paused,28457.06
SIP_000653,2026-06-16,RM_0012,CL_00685,Stopped,29219.87
SIP_004754,2026-05-11,RM_0022,CL_00276,Active,1632.39
SIP_001354,2026-04-05,RM_0028,CL_00079,Paused,29967.07
SIP_003223,2026-05-21,RM_0002,CL_00642,Stopped,25213.57
SIP_004957,2026-06-22,RM_0002,CL_00221,Stopped,18553.86
SIP_000648,2026-06-23,RM_0016,CL_00475,Active,47131.49
SIP_000794,2026-05-04,RM_0022,CL_00401,Active,46893.48
SIP_004368,2026-04-26,RM_0009,CL_00250,Paused,3078.39
SIP_005968,2026-05-17,RM_0001,CL_00708,Paused,48628.04
SIP_001077,2026-05-11,RM_0010,CL_00823,Paused,15228.48
SIP_004752,2026-04-18,RM_0049,CL_00764,Paused,42891.1
SIP_001490,2026-06-28,RM_0011,CL_00737,Paused,15894.13
SIP_000100,2026-04-27,RM_0004,CL_00453,Active,40972.05
SIP_005910,2026-04-27,RM_0058,CL_00234,Stopped,48237.83
SIP_002816,2026-07-03,RM_0049,CL_00279,Paused,35488.0
SIP_003820,2026-06-19,RM_0052,CL_00385,,48186.74
SIP_005391,2026-05-28,RM_0037,CL_00712,Active,17834.85
SIP_001364,2026-04-29,RM_0006,CL_00340,Active,11734.38
SIP_000449,2026-04-21,RM_0001,CL_00004,Paused,28154.24
SIP_003537,2026-05-24,RM_0002,CL_00457,Active,18819.03
SIP_004593,2026-06-21,RM_0017,CL_00111,Active,21427.38
SIP_000076,2026-04-28,RM_0058,CL_00366,Active,35126.16
SIP_005888,2026-05-15,RM_0039,CL_00623,Active,43608.88
SIP_000022,2026-04-17,RM_0010,CL_00436,Paused,41980.02
SIP_000136,2026-06-09,RM_0058,CL_00366,Paused,18851.58
SIP_005827,2026-05-14,RM_0009,CL_00269,Active,864.46
SIP_000655,2026-05-10,RM_0041,CL_00324,Stopped,13541.19
SIP_005660,2026-04-19,RM_0060,CL_00388,Active,13103.37
SIP_003681,2026-06-09,RM_0004,CL_00555,Active,22510.68
SIP_002001,2026-07-01,RM_0027,CL_00448,Paused,6325.68
SIP_001380,2026-07-01,RM_0027,CL_00503,Stopped,2749.78
SIP_002823,2026-04-12,RM_0021,CL_00847,Paused,25520.43
SIP_004791,2026-06-20,RM_0043,CL_00624,Active,18717.59
SIP_000606,2026-05-03,RM_0057,CL_00583,Active,44346.34
SIP_005435,2026-04-30,RM_0043,CL_00306,Stopped,6018.29
SIP_005358,2026-05-31,RM_0028,CL_00145,Active,44754.91
SIP_004122,2026-06-09,RM_0043,CL_00240,Stopped,18961.85
SIP_005850,2026-04-07,RM_0015,CL_00162,Paused,48621.45
SIP_005087,2026-05-05,RM_0011,CL_00674,Stopped,39141.63
SIP_003409,2026-06-12,RM_0064,CL_00712,Stopped,13135.03
SIP_005863,2026-06-13,RM_0039,CL_00310,Stopped,14521.87
SIP_003962,2026-05-09,RM_0015,CL_00282,Stopped,47606.17
SIP_003952,2026-06-28,RM_0037,CL_00364,Paused,40086.94
SIP_000037,2026-06-07,RM_0021,CL_00311,Active,30085.76
SIP_001237,2026-05-20,RM_0062,CL_00183,Active,34695.98
SIP_002801,2026-07-02,RM_0021,CL_00048,Active,27145.37
SIP_002970,2026-05-30,RM_0015,CL_00709,Paused,3791.41
SIP_002866,2026-05-13,RM_0015,CL_00067,Paused,11614.79
SIP_005556,2026-06-25,RM_0027,CL_00503,Stopped,41590.75
SIP_001266,2026-05-10,RM_0039,CL_00156,Active,44603.56
SIP_003667,2026-05-11,RM_0004,CL_00810,Paused,9828.56
SIP_005112,2026-04-28,RM_0012,CL_00713,Active,3169.03
SIP_001857,2026-04-16,RM_0033,CL_00174,Active,15393.47
SIP_001351,2026-05-04,RM_0016,CL_00060,Stopped,10261.26
SIP_000126,2026-06-17,RM_0015,CL_00812,Stopped,33279.34
SIP_001524,2026-06-06,RM_0043,CL_00851,Stopped,39925.63
SIP_005051,2026-05-19,RM_0049,CL_00508,Active,35425.19
SIP_005197,2026-04-16,RM_0039,CL_00136,Paused,11030.37
SIP_005987,2026-04-15,RM_0015,CL_00449,Active,17112.37
SIP_005052,2026-06-29,RM_0002,CL_00398,Paused,45295.09
SIP_000728,2026-05-25,RM_0021,CL_00103,Stopped,38122.58
SIP_000420,2026-06-14,RM_0027,CL_00667,Active,40905.73
SIP_001574,2026-04-08,RM_0053,CL_00753,Paused,25917.16
SIP_003697,2026-06-13,RM_0033,CL_00372,Paused,19599.07
SIP_003183,2026-05-24,RM_0053,CL_00833,Active,44634.11
SIP_005244,2026-04-07,RM_0008,CL_00323,Active,32542.09
SIP_004230,2026-06-18,RM_0060,CL_00700,Paused,22599.48
SIP_005078,2026-06-22,RM_0041,CL_00656,Active,25786.2
SIP_001735,2026-04-14,RM_0028,CL_00264,Stopped,42478.34
SIP_001510,2026-04-26,RM_0001,CL_00463,Paused,23783.93
SIP_000191,2026-05-13,RM_0037,CL_00113,Stopped,21436.62
SIP_004835,2026-06-03,RM_0012,CL_00702,Active,29523.32
SIP_002989,2026-04-18,RM_0021,CL_00444,Stopped,46174.9
SIP_000411,2026-06-10,RM_0022,CL_00669,Active,13144.56
SIP_005555,2026-05-15,RM_0056,CL_00724,Active,23049.22
SIP_004272,2026-07-04,RM_0006,CL_00244,Active,4868.88
SIP_001729,2026-06-26,RM_0028,CL_00605,Stopped,18172.81
SIP_000996,2026-04-06,RM_0052,CL_00530,Stopped,40689.22
SIP_001409,2026-05-07,RM_0006,CL_00456,Stopped,20662.7
SIP_005871,2026-05-26,RM_0033,CL_00690,Stopped,14591.47
SIP_000031,2026-05-16,RM_0006,CL_00206,Stopped,14400.4
SIP_003465,2026-05-14,RM_0054,CL_00816,Paused,38690.39
SIP_000028,2026-06-06,RM_0040,CL_00490,Active,24814.1
SIP_002997,2026-05-25,RM_0004,CL_00104,Active,49235.34
SIP_002367,2026-04-10,RM_0028,CL_00243,Stopped,6375.53
SIP_004220,2026-04-05,RM_0049,CL_00592,Stopped,10514.36
SIP_000444,2026-04-25,RM_0004,CL_00733,Stopped,41294.32
SIP_000231,2026-06-16,RM_0043,CL_00192,Paused,36179.16
SIP_003668,2026-06-14,RM_0049,CL_00114,Paused,8043.83
SIP_004573,2026-05-15,RM_0058,CL_00220,Stopped,28829.08
SIP_001187,2026-04-15,RM_0015,CL_00877,Active,25638.91
SIP_003250,2026-05-31,RM_0004,CL_00572,Stopped,46042.29
SIP_002874,2026-05-30,RM_0058,CL_00575,Active,796.55
SIP_005527,2026-06-05,RM_0043,CL_00400,Active,40074.57
SIP_003023,2026-05-25,RM_0040,CL_00638,Paused,45339.53
SIP_002239,2026-05-27,RM_0001,CL_00790,Active,4424.5
SIP_001610,2026-05-10,RM_0033,CL_00259,Active,9828.7
SIP_005137,2026-04-06,RM_0001,CL_00051,Active,33728.36
SIP_002984,2026-06-13,RM_0040,CL_00334,Active,27476.31
SIP_002884,2026-05-16,RM_0053,CL_00005,Stopped,13991.89
SIP_005943,2026-05-21,RM_0028,CL_00776,Stopped,20996.1
SIP_002195,2026-06-27,RM_0043,CL_00304,Stopped,46118.46
SIP_001835,2026-06-15,RM_0049,CL_00653,Paused,4895.78
SIP_002556,2026-04-21,RM_0045,CL_00228,Paused,31006.32
SIP_002754,2026-05-13,RM_0028,CL_00862,Active,30350.42
SIP_002602,2026-04-27,RM_0015,CL_00792,Active,43099.11
SIP_002846,2026-05-28,RM_0058,CL_00509,Active,514.26
SIP_001003,2026-05-09,RM_0035,CL_00513,Active,10064.86
SIP_004139,2026-05-28,RM_0028,CL_00464,Stopped,35618.64
SIP_002856,2026-05-05,RM_0017,CL_00844,Active,9161.35
SIP_000469,2026-05-27,RM_0008,CL_00493,Paused,10219.44
SIP_002838,2026-07-02,RM_0045,CL_00529,Active,12952.56
SIP_002534,2026-04-19,RM_0041,CL_00420,Paused,13638.11
SIP_000516,2026-05-20,RM_0037,CL_00364,Active,41734.73
SIP_002811,2026-05-14,RM_0006,CL_00730,Stopped,24944.76
SIP_000161,2026-07-04,RM_0016,CL_00321,Active,44705.59
SIP_000774,2026-06-04,RM_0049,CL_00232,Paused,12372.63
SIP_003133,2026-06-19,RM_0028,CL_00165,Paused,45520.36
SIP_001109,2026-06-22,RM_0043,CL_00400,Active,31362.6
SIP_000198,2026-05-12,RM_0056,CL_00179,Paused,6151.76
SIP_005547,2026-06-29,RM_0015,CL_00792,Paused,33422.74
SIP_000510,2026-06-24,RM_0052,CL_00385,Stopped,24075.48
SIP_003452,2026-05-16,RM_0059,CL_00694,Stopped,35367.21
SIP_003035,2026-04-25,RM_0002,CL_00256,Paused,45409.88
SIP_000291,2026-04-08,RM_0049,CL_00360,Active,34619.47
SIP_003986,2026-05-11,RM_0037,CL_00926,Paused,4340.38
SIP_002565,2026-06-13,RM_0027,CL_00884,,9860.42
SIP_000406,2026-04-10,RM_0002,CL_00376,Paused,41000.68
SIP_001423,2026-06-15,RM_0037,CL_00631,Stopped,9877.39
SIP_004157,2026-06-27,RM_0012,CL_00225,Paused,1597.8
SIP_001459,2026-04-06,RM_0033,CL_00857,Active,24167.19
SIP_003834,2026-04-18,RM_0058,CL_00756,Stopped,21460.4
SIP_001507,2026-06-10,RM_0045,CL_00806,Active,42976.99
SIP_001255,2026-05-08,RM_0028,CL_00352,Active,32376.61
SIP_003366,2026-04-09,RM_0027,CL_00371,Paused,12775.84
SIP_002564,2026-06-04,RM_0028,CL_00061,Stopped,14044.88
SIP_000300,2026-06-10,RM_0053,CL_00782,Stopped,38515.41
SIP_003829,2026-06-29,RM_0039,CL_00156,Paused,39110.01
SIP_004844,2026-05-14,RM_0017,CL_00271,Active,31552.69
SIP_005356,2026-07-04,RM_0053,CL_00116,Paused,12071.91
SIP_004223,2026-05-25,RM_0017,CL_00707,Paused,22302.44
SIP_005071,2026-05-24,RM_0040,CL_00606,Stopped,1245.8
SIP_001463,2026-06-26,RM_0028,CL_00620,Stopped,13999.0
SIP_004109,2026-06-09,RM_0037,CL_00364,Active,6149.19
SIP_002974,2026-06-25,RM_0037,CL_00695,Active,15994.92
SIP_002015,2026-05-23,RM_0007,CL_00112,Active,30771.87
SIP_005768,2026-05-08,RM_0002,CL_00084,Active,22463.4
SIP_002179,2026-06-20,RM_0028,CL_00464,Active,34007.26
SIP_002284,2026-06-08,RM_0027,CL_00272,Active,30025.55
SIP_000165,2026-06-19,RM_0022,CL_00026,Paused,31328.18
SIP_000699,2026-05-01,RM_0027,CL_00884,Paused,35286.8
SIP_000466,2026-07-04,RM_0043,CL_00328,Active,47424.31
SIP_004902,2026-05-13,RM_0040,CL_00715,Active,30848.38
SIP_001293,2026-05-12,RM_0009,CL_00269,Active,21589.39
SIP_005775,2026-04-24,RM_0049,CL_00410,Paused,11176.22
SIP_004841,2026-06-27,RM_0008,CL_00212,Active,13273.12
SIP_005308,2026-07-02,RM_0007,CL_00485,Active,10704.95
SIP_001124,2026-06-16,RM_0037,CL_00414,Active,29941.59
SIP_002077,2026-06-08,RM_0007,CL_00820,Stopped,43945.25
SIP_003603,2026-04-30,RM_0009,CL_00339,Paused,32865.14
SIP_001067,2026-05-18,RM_0027,CL_00448,Active,27318.75
SIP_001579,2026-06-03,RM_0057,CL_00752,Active,17010.88
SIP_000326,2026-05-05,RM_0028,CL_00133,Stopped,8011.54
SIP_005436,2026-04-30,RM_0009,CL_00499,Stopped,2045.01
SIP_004245,2026-06-23,RM_0001,CL_00051,Paused,13508.12
SIP_003054,2026-06-21,RM_0004,CL_00836,Active,16530.03
SIP_004357,2026-06-19,RM_0043,CL_00160,Active,18199.16
SIP_001236,2026-06-22,RM_0067,CL_00642,Active,2013.99
SIP_000669,2026-07-01,RM_0017,CL_00016,Active,22461.99
SIP_004993,2026-04-26,RM_0043,CL_00624,Active,35886.98
SIP_003942,2026-05-11,RM_0001,CL_00004,Active,13674.28
SIP_002003,2026-06-27,RM_0015,CL_00356,Paused,22298.39
SIP_005155,2026-05-14,RM_0028,CL_00243,Active,39509.48
SIP_004986,2026-04-29,RM_0006,CL_00395,Stopped,8229.05
SIP_005053,2026-05-16,RM_0049,CL_00817,Active,2889.41
SIP_005790,2026-05-24,RM_0049,CL_00681,Stopped,1458.55
SIP_001640,2026-06-20,RM_0010,CL_00141,Paused,38846.32
SIP_002569,2026-06-03,RM_0027,CL_00502,Active,29186.38
SIP_004623,2026-05-31,RM_0049,CL_00166,Paused,22133.66
SIP_003062,2026-05-10,RM_0044,CL_00801,Stopped,18156.72
SIP_003715,2026-04-24,RM_0022,CL_00026,Active,8431.78
SIP_000479,2026-05-02,RM_0039,CL_00736,Stopped,19714.55
SIP_001225,2026-05-09,RM_0060,CL_00344,Active,39631.11
SIP_004876,2026-05-07,RM_0012,CL_00451,Active,30322.25
SIP_003758,2026-06-16,RM_0028,CL_00712,Paused,3579.42
SIP_005578,2026-05-23,RM_0022,CL_00003,Active,13301.85
SIP_003850,2026-05-09,RM_0040,CL_00287,Stopped,14971.89
SIP_001438,2026-05-14,RM_0010,CL_00788,Stopped,21858.07
SIP_005929,2026-04-16,RM_0004,CL_00168,Active,19295.12
SIP_001672,2026-06-09,RM_0001,CL_00750,Stopped,13911.16
SIP_000194,2026-06-08,RM_0043,CL_00233,Active,9816.12
SIP_001492,2026-04-23,RM_0028,CL_00009,Active,23392.24
SIP_004618,2026-06-22,RM_0039,CL_00487,Paused,47907.14
SIP_000624,2026-04-24,RM_0010,CL_00795,Active,8748.2
SIP_002596,2026-06-17,RM_0006,CL_00381,Active,19101.57
SIP_005529,2026-05-02,RM_0022,CL_00413,Stopped,25738.0
SIP_003248,2026-06-22,RM_0054,CL_00816,Active,5325.01
SIP_005127,2026-05-11,RM_0008,CL_00285,Active,42526.27
SIP_002363,2026-05-10,RM_0015,CL_00812,Active,41928.39
SIP_001261,2026-05-01,RM_0049,CL_00114,Paused,26427.62
SIP_005990,2026-06-03,RM_0028,CL_00046,Paused,38677.93
SIP_002656,2026-04-13,RM_0053,CL_00753,Active,36819.8
SIP_005429,2026-06-26,RM_0041,CL_00420,Stopped,46476.89
SIP_003427,2026-06-06,RM_0028,CL_00165,Active,2236.26
SIP_000545,2026-07-03,RM_0001,CL_00541,Stopped,23023.96
SIP_004562,2026-06-26,RM_0044,CL_00151,Paused,17442.12
SIP_004684,2026-04-10,RM_0033,CL_00578,Active,39134.28
SIP_001180,2026-06-24,RM_0015,CL_00813,Paused,38722.88
SIP_001855,2026-04-05,RM_0047,CL_00738,Stopped,39127.11
SIP_005285,2026-04-20,RM_0049,CL_00360,Stopped,17119.65
SIP_002993,2026-04-19,RM_0041,CL_00397,Active,17969.63
SIP_000409,2026-05-15,RM_0016,CL_00122,Stopped,24896.41
SIP_000083,2026-04-07,RM_0027,CL_00097,Active,4195.69
SIP_003296,2026-04-12,RM_0043,CL_00648,Paused,49652.65
