IAP_ID,Date,rm_id,client_id,iap_amount
IAP_001553,2026-04-11,RM_0041,CL_00589,80269.52
IAP_000714,2026-04-22,RM_0047,CL_00538,72884.64
IAP_001020,2026-04-29,RM_0049,CL_00136,15717.58
IAP_001262,2026-06-28,RM_0049,CL_00531,83734.89
IAP_001157,2026-06-01,RM_0049,CL_00723,87318.98
IAP_001841,2026-06-17,RM_0021,CL_00048,64385.69
IAP_000710,2026-04-12,RM_0006,CL_00340,92850.88
IAP_000881,2026-04-10,RM_0033,CL_00540,79778.07
IAP_000832,2026-04-28,RM_0039,CL_00487,32046.21
IAP_001082,2026-04-06,RM_0002,CL_00221,18922.83
IAP_001430,2026-06-28,RM_0010,CL_00141,47816.98
IAP_000227,2026-05-17,RM_0006,CL_00395,66354.94
IAP_001429,2026-04-30,RM_0049,CL_00235,67044.29
IAP_001009,2026-04-18,RM_0049,CL_00609,56409.04
IAP_002191,2026-04-17,RM_0027,CL_00710,83061.64
IAP_001301,2026-04-06,RM_0047,CL_00017,51333.41
IAP_000271,2026-05-03,RM_0047,CL_00769,86560.03
IAP_000050,2026-04-20,RM_0008,CL_00323,10160.49
IAP_001422,2026-04-16,RM_0033,CL_00701,47082.04
IAP_001932,2026-05-31,RM_0015,CL_00437,29250.39
IAP_000894,2026-07-01,RM_0057,CL_00752,60780.01
IAP_001709,2026-06-13,RM_0056,CL_00891,26363.85
IAP_001140,2026-05-09,RM_0021,CL_00444,81004.32
IAP_000883,2026-06-10,RM_0039,CL_00310,84809.92
IAP_001943,2026-06-18,RM_0033,CL_00703,95834.76
IAP_000842,2026-05-17,RM_0022,CL_00026,37314.29
IAP_000668,2026-06-11,RM_0053,CL_00148,43354.35
IAP_000433,2026-06-26,RM_0049,CL_00360,86960.48
IAP_001915,2026-05-29,RM_0057,CL_00440,82637.41
IAP_000658,2026-04-24,RM_0037,CL_00445,24795.05
IAP_000272,2026-05-24,RM_0017,CL_00757,99424.98
IAP_001153,2026-06-13,RM_0057,CL_00073,64248.02
IAP_000579,2026-06-07,RM_0009,CL_00250,44552.37
IAP_001614,2026-04-17,RM_0049,CL_00817,15772.46
IAP_001398,2026-05-29,RM_0043,CL_00328,43607.68
IAP_000700,2026-05-29,RM_0016,CL_00478,86686.84
IAP_001566,2026-05-26,RM_0006,CL_00730,97216.73
IAP_000327,2026-05-07,RM_0041,CL_00488,88659.5
IAP_001460,2026-04-23,RM_0063,CL_00524,95225.73
IAP_002130,2026-06-11,RM_0015,CL_00792,19069.53
IAP_000895,2026-04-10,RM_0015,CL_00812,20852.12
IAP_000115,2026-06-29,RM_0033,CL_00747,87559.39
IAP_000904,2026-05-02,RM_0008,CL_00019,94423.04
IAP_000062,2026-06-04,RM_0039,CL_00156,13611.18
IAP_000290,2026-06-06,RM_0016,CL_00714,23236.84
IAP_000109,2026-07-04,RM_0052,CL_00564,21587.19
IAP_000726,2026-05-02,RM_0015,CL_00735,49398.35
IAP_000467,2026-06-12,RM_0021,CL_00384,66885.04
IAP_001682,2026-06-02,RM_0027,CL_00710,47186.27
IAP_002114,2026-06-02,RM_0039,CL_00623,42426.55
IAP_000589,2026-06-20,RM_0001,CL_00546,79528.06
IAP_001492,2026-04-21,RM_0015,CL_00792,31859.03
IAP_001206,2026-05-04,RM_0015,CL_00121,14315.14
IAP_002172,2026-05-31,RM_0012,CL_00719,66293.76
IAP_001208,2026-06-13,RM_0002,CL_00055,16170.45
IAP_000170,2026-06-13,RM_0007,CL_00452,27802.55
IAP_000671,2026-06-05,RM_0012,CL_00099,6545.5
IAP_000079,2026-06-30,RM_0049,CL_00203,58065.73
IAP_001829,2026-04-11,RM_0004,CL_00551,83972.05
IAP_001131,2026-06-12,RM_0033,CL_00071,50064.19
IAP_001669,2026-04-07,RM_0006,CL_00630,93794.5
IAP_000143,2026-05-26,RM_0011,CL_00737,25707.81
IAP_001333,2026-05-13,RM_0049,CL_00126,56599.8
IAP_000844,2026-04-12,RM_0059,CL_00389,3445.48
IAP_002063,2026-04-16,RM_0002,CL_00010,47139.28
IAP_001167,2026-05-21,RM_0006,CL_00340,82567.4
IAP_000035,2026-06-29,RM_0027,CL_00665,68031.96
IAP_000781,2026-05-05,RM_0041,CL_00420,30962.31
IAP_001966,2026-05-03,RM_0022,CL_00511,21137.93
IAP_001925,2026-06-17,RM_0012,CL_00742,15885.69
IAP_001149,2026-05-13,RM_0006,CL_00381,66409.36
IAP_001714,2026-06-11,RM_0001,CL_00278,23374.31
IAP_000920,2026-04-13,RM_0015,CL_00726,47146.35
IAP_001276,2026-06-28,RM_0017,CL_00070,95673.12
IAP_000066,2026-04-24,RM_0001,CL_00188,37771.4
IAP_000162,2026-05-30,RM_0004,CL_00075,93975.09
IAP_000871,2026-04-27,RM_0045,CL_00587,4696.43
IAP_002190,2026-06-23,RM_0033,CL_00044,44493.31
IAP_000103,2026-04-16,RM_0012,CL_00719,24864.23
IAP_000755,2026-05-28,RM_0057,CL_00248,95493.37
IAP_000953,2026-04-13,RM_0059,CL_00401,66050.82
IAP_000096,2026-05-26,RM_0043,CL_00240,39590.49
IAP_000849,2026-04-09,RM_0052,CL_00870,87641.67
IAP_001886,2026-06-21,RM_0041,CL_00860,96625.18
IAP_001004,2026-04-15,RM_0002,CL_00221,2757.79
IAP_002176,2026-05-06,RM_0002,CL_00256,27880.15
IAP_000234,2026-05-09,RM_0006,CL_00630,7652.92
IAP_001877,2026-04-20,RM_0009,CL_00831,10982.71
IAP_001376,2026-05-20,RM_0001,CL_00762,12570.16
IAP_001623,2026-06-02,RM_0053,CL_00005,98001.74
IAP_000547,2026-04-27,RM_0002,CL_00180,55739.38
IAP_000790,2026-05-22,RM_0004,CL_00810,66721.29
IAP_000348,2026-04-13,RM_0021,CL_00847,8666.45
IAP_000777,2026-05-26,RM_0007,CL_00058,50644.8
IAP_001231,2026-07-03,RM_0027,CL_00087,30186.29
IAP_000655,2026-05-20,RM_0002,CL_00177,34870.13
IAP_000237,2026-04-20,RM_0037,CL_00445,5135.69
IAP_000199,2026-07-01,RM_0010,CL_00129,81474.51
IAP_001320,2026-05-24,RM_0004,CL_00453,9550.33
IAP_000944,2026-06-01,RM_0009,CL_00499,8424.42
IAP_001599,2026-06-15,RM_0010,CL_00129,6055.88
IAP_000124,2026-04-08,RM_0001,CL_00330,80146.9
IAP_000246,2026-06-03,RM_0015,CL_00720,52703.81
IAP_001865,2026-06-06,RM_0053,CL_00759,18674.53
IAP_001415,2026-04-23,RM_0001,CL_00463,2854.75
IAP_001866,2026-04-05,RM_0040,CL_00152,40485.74
IAP_000437,2026-06-30,RM_0027,CL_00362,92944.0
IAP_001317,2026-05-29,RM_0021,CL_00048,80238.9
IAP_000067,2026-04-14,RM_0056,CL_00179,76838.4
IAP_002006,2026-04-24,RM_0027,CL_00331,30374.82
IAP_001749,2026-05-19,RM_0059,CL_00491,36130.19
IAP_001243,2026-04-27,RM_0001,CL_00004,90569.78
IAP_000993,2026-06-15,RM_0043,CL_00567,6856.26
IAP_001338,2026-05-31,RM_0043,CL_00172,44890.97
IAP_001047,2026-04-18,RM_0035,CL_00663,9342.74
IAP_000344,2026-06-22,RM_0039,CL_00885,98703.91
IAP_001001,2026-06-22,RM_0037,CL_00785,73094.58
IAP_000258,2026-05-16,RM_0017,CL_00111,96800.36
IAP_001143,2026-05-17,RM_0058,CL_00473,73830.59
IAP_001827,2026-04-22,RM_0004,CL_00418,25503.14
IAP_001241,2026-05-23,RM_0033,CL_00837,13994.64
IAP_002017,2026-05-12,RM_0015,CL_00813,39425.04
IAP_000192,2026-05-05,RM_0006,CL_00456,60889.23
IAP_001268,2026-04-07,RM_0043,CL_00856,80865.81
IAP_000926,2026-06-10,RM_0049,CL_00592,84580.7
IAP_000116,2026-06-25,RM_0037,CL_00368,24900.41
IAP_000025,2026-04-25,RM_0028,CL_00772,97007.33
IAP_000288,2026-05-28,RM_0027,CL_00286,93856.6
IAP_000152,2026-06-20,RM_0028,CL_00035,63961.72
IAP_002033,2026-04-08,RM_0033,CL_00315,70589.22
IAP_000571,2026-06-18,RM_0031,CL_00039,57426.68
IAP_001223,2026-04-06,RM_0028,CL_00776,36547.47
IAP_000724,2026-04-21,RM_0049,CL_00203,9537.9
IAP_000782,2026-06-03,RM_0047,CL_00848,14043.83
IAP_001839,2026-04-18,RM_0037,CL_00785,5012.9
IAP_000716,2026-05-14,RM_0015,CL_00763,30824.87
IAP_000758,2026-04-30,RM_0015,CL_00437,76950.49
IAP_000984,2026-04-18,RM_0017,CL_00602,60908.03
IAP_002086,2026-06-12,RM_0002,CL_00221,43204.62
IAP_001471,2026-05-12,RM_0004,CL_00661,17511.42
IAP_000615,2026-06-16,RM_0039,CL_00392,13660.79
IAP_001281,2026-04-29,RM_0053,CL_00001,44064.78
IAP_002005,2026-04-27,RM_0060,CL_00676,50500.56
IAP_000074,2026-06-15,RM_0015,CL_00709,46766.91
IAP_002023,2026-05-10,RM_0035,CL_00513,60628.8
IAP_001901,2026-06-12,RM_0027,CL_00671,78554.85
IAP_001700,2026-05-08,RM_0041,CL_00860,50334.77
IAP_000088,2026-05-07,RM_0041,CL_00481,61449.32
IAP_001372,2026-05-03,RM_0006,CL_00815,83007.57
IAP_000065,2026-04-15,RM_0016,CL_00246,65731.04
IAP_001178,2026-04-10,RM_0002,CL_00898,6796.38
IAP_000743,2026-04-14,RM_0037,CL_00867,82780.57
IAP_000306,2026-05-19,RM_0017,CL_00406,12825.3
IAP_001271,2026-06-30,RM_0027,CL_00331,36814.42
IAP_002048,2026-04-20,RM_0053,CL_00626,40368.16
IAP_000737,2026-06-02,RM_0033,CL_00747,41019.09
IAP_000487,2026-04-13,RM_0002,CL_00494,33841.36
IAP_000383,2026-06-12,RM_0053,CL_00005,44597.62
IAP_000586,2026-06-24,RM_0004,CL_00377,79266.36
IAP_000577,2026-06-28,RM_0033,CL_00002,24070.93
IAP_001742,2026-06-21,RM_0015,CL_00155,10874.56
IAP_000544,2026-06-07,RM_0049,CL_00217,70886.34
IAP_001645,2026-05-05,RM_0012,CL_00505,97921.71
IAP_001861,2026-04-07,RM_0021,CL_00902,83346.15
IAP_001909,2026-04-27,RM_0057,CL_00329,82803.38
IAP_000275,2026-06-01,RM_0058,CL_00901,13415.45
IAP_000693,2026-06-19,RM_0035,CL_00261,27243.2
IAP_001980,2026-05-19,RM_0004,CL_00504,34998.54
IAP_001673,2026-05-09,RM_0056,CL_00718,21248.35
IAP_001995,2026-05-23,RM_0056,CL_00724,38073.65
IAP_000969,2026-06-09,RM_0001,CL_00463,59568.33
IAP_001691,2026-06-05,RM_0006,CL_00815,64462.12
IAP_000446,2026-05-05,RM_0012,CL_00225,62430.58
IAP_001717,2026-05-20,RM_0028,CL_00165,33105.59
IAP_000354,2026-07-02,RM_0059,CL_00135,97791.9
IAP_000970,2026-07-02,RM_0045,CL_00356,37859.57
IAP_000489,2026-06-26,RM_0010,CL_00109,86009.12
IAP_002192,2026-05-30,RM_0041,CL_00397,52458.12
IAP_002024,2026-04-16,RM_0016,CL_00246,12009.58
IAP_001748,2026-04-17,RM_0006,CL_00553,92698.74
IAP_000081,2026-05-03,RM_0059,CL_00135,85796.97
IAP_000185,2026-05-30,RM_0015,CL_00117,49465.87
IAP_001729,2026-05-08,RM_0001,CL_00791,25546.86
IAP_001756,2026-06-20,RM_0001,CL_00683,93113.25
IAP_000441,2026-04-25,RM_0011,CL_00777,11938.01
IAP_000440,2026-05-27,RM_0001,CL_00463,55358.09
IAP_001514,2026-05-02,RM_0037,CL_00495,8304.95
IAP_001296,2026-04-07,RM_0052,CL_00731,19308.02
IAP_001671,2026-04-23,RM_0037,CL_00368,2372.99
IAP_000174,2026-05-16,RM_0047,CL_00538,82837.48
IAP_000867,2026-04-23,RM_0010,CL_00141,61397.39
IAP_001711,2026-04-29,RM_0001,CL_00386,62980.95
IAP_001990,2026-05-28,RM_0039,CL_00529,45388.1
IAP_000835,2026-06-21,RM_0001,CL_00824,97142.0
IAP_002165,2026-05-01,RM_0010,CL_00129,43930.24
IAP_000977,2026-05-31,RM_0045,CL_00558,14996.24
IAP_001898,2026-06-20,RM_0044,CL_00357,18391.09
IAP_001212,2026-04-08,RM_0002,CL_00161,25378.9
IAP_000041,2026-06-29,RM_0004,CL_00836,47486.59
IAP_000135,2026-05-26,RM_0056,CL_00459,69550.22
IAP_001573,2026-04-06,RM_0053,CL_00005,7356.2
IAP_000090,2026-06-12,RM_0040,CL_00334,63280.96
IAP_001154,2026-06-21,RM_0045,CL_00687,86409.85
IAP_000805,2026-06-19,RM_0004,CL_00226,20958.96
IAP_001087,2026-04-24,RM_0010,CL_00436,69651.92
IAP_001767,2026-06-18,RM_0004,CL_00239,43372.15
IAP_000850,2026-05-13,RM_0004,CL_00550,99250.19
IAP_001919,2026-05-03,RM_0015,CL_00425,87886.37
IAP_001515,2026-06-02,RM_0021,CL_00103,23922.07
IAP_000287,2026-06-02,RM_0056,CL_00198,39032.14
IAP_001616,2026-04-26,RM_0033,CL_00843,69122.83
IAP_001012,2026-04-12,RM_0008,CL_00019,17989.28
IAP_000917,2026-05-02,RM_0010,CL_00189,35315.39
IAP_001230,2026-04-27,RM_0006,CL_00506,2170.13
IAP_001124,2026-06-27,RM_0045,CL_00312,25633.6
IAP_002071,2026-04-28,RM_0009,CL_00269,80372.7
IAP_000598,2026-05-18,RM_0058,CL_00574,41191.75
IAP_000902,2026-06-03,RM_0054,CL_00338,37347.08
IAP_000909,2026-05-21,RM_0033,CL_00438,13853.61
IAP_001332,2026-04-09,RM_0027,CL_00286,24415.36
IAP_001279,2026-04-24,RM_0022,CL_00669,22665.46
IAP_002093,2026-04-28,RM_0054,CL_00005,57100.28
IAP_000696,2026-04-28,RM_0001,CL_00188,10483.09
IAP_000795,2026-04-30,RM_0002,CL_00256,34052.56
IAP_001747,2026-04-28,RM_0057,CL_00329,15756.88
IAP_001850,2026-05-03,RM_0035,CL_00513,57009.2
IAP_001897,2026-04-14,RM_0044,CL_00801,83866.24
IAP_001183,2026-04-22,RM_0028,CL_00832,94934.57
IAP_001679,2026-06-25,RM_0040,CL_00036,43520.97
IAP_000722,2026-05-02,RM_0056,CL_00236,62876.59
IAP_000291,2026-05-20,RM_0039,CL_00651,18737.8
IAP_001944,2026-05-13,RM_0010,CL_00189,4927.7
IAP_002174,2026-06-12,RM_0033,CL_00186,21327.88
IAP_002098,2026-04-19,RM_0010,CL_00031,44261.41
IAP_001242,2026-06-25,RM_0060,CL_00344,64945.0
IAP_000730,2026-04-30,RM_0015,CL_00193,8799.53
IAP_000662,2026-06-19,RM_0006,CL_00471,78663.45
IAP_000978,2026-05-15,RM_0060,CL_00344,94497.16
IAP_000824,2026-06-16,RM_0058,CL_00516,67397.33
IAP_001393,2026-04-08,RM_0001,CL_00791,30174.78
IAP_001084,2026-06-26,RM_0031,CL_00292,46062.76
IAP_001410,2026-06-29,RM_0054,CL_00712,5896.69
IAP_001600,2026-05-19,RM_0004,CL_00555,94573.95
IAP_000191,2026-06-01,RM_0043,CL_00153,5726.18
IAP_000731,2026-05-16,RM_0053,CL_00852,33911.19
IAP_000831,2026-06-01,RM_0012,CL_00893,14150.29
IAP_000498,2026-04-28,RM_0022,CL_00664,74311.93
IAP_000350,2026-04-26,RM_0001,CL_00824,12945.37
IAP_001636,2026-05-13,RM_0007,CL_00820,16771.93
IAP_000959,2026-06-06,RM_0039,CL_00885,17015.32
IAP_000224,2026-05-23,RM_0057,CL_00073,35177.33
IAP_001532,2026-06-05,RM_0054,CL_00298,71818.47
IAP_001967,2026-06-12,RM_0058,CL_00516,81528.25
IAP_001458,2026-04-08,RM_0027,CL_00503,4780.85
IAP_000345,2026-06-30,RM_0017,CL_00022,32099.05
IAP_001200,2026-05-01,RM_0007,CL_00871,48762.7
IAP_001158,2026-04-30,RM_0002,CL_00171,15495.78
IAP_000837,2026-05-04,RM_0016,CL_00319,29291.47
IAP_001772,2026-05-31,RM_0037,CL_00115,72166.87
IAP_000140,2026-05-01,RM_0043,CL_00033,81529.81
IAP_000427,2026-06-18,RM_0033,CL_00784,46535.33
IAP_000160,2026-05-20,RM_0045,CL_00034,78091.12
IAP_000305,2026-04-18,RM_0028,CL_00061,75742.3
IAP_001560,2026-05-11,RM_0022,CL_00089,57163.68
IAP_001555,2026-07-02,RM_0056,CL_00236,53084.19
IAP_002102,2026-05-02,RM_0056,CL_00768,95084.32
IAP_002031,2026-06-19,RM_0015,CL_00692,70084.87
IAP_001974,2026-06-25,RM_0021,CL_00444,8935.36
IAP_000262,2026-04-11,RM_0022,CL_00664,39282.49
IAP_002062,2026-05-22,RM_0015,CL_00621,54336.7
IAP_000983,2026-06-20,RM_0049,CL_00114,15624.84
IAP_001765,2026-05-11,RM_0033,CL_00745,70151.4
IAP_000409,2026-05-08,RM_0004,CL_00396,19669.05
IAP_001392,2026-05-17,RM_0015,CL_00521,33857.56
IAP_001127,2026-06-04,RM_0049,CL_00114,47245.1
IAP_001752,2026-05-16,RM_0039,CL_00196,29585.89
IAP_000030,2026-06-27,RM_0028,CL_00165,31623.77
IAP_001976,2026-05-13,RM_0001,CL_00459,5276.43
IAP_000032,2026-06-11,RM_0033,CL_00639,48071.64
IAP_000405,2026-06-04,RM_0039,CL_00156,75356.61
IAP_001237,2026-05-12,RM_0053,CL_00131,4436.1
IAP_001734,2026-06-14,RM_0053,CL_00305,57045.83
IAP_001857,2026-05-15,RM_0040,CL_00334,96022.03
IAP_001524,2026-04-05,RM_0027,CL_00144,43453.21
IAP_001182,2026-05-13,RM_0039,CL_00789,87365.79
IAP_000159,2026-05-13,RM_0045,CL_00216,90026.06
IAP_001395,2026-04-06,RM_0039,CL_00771,16805.3
IAP_000492,2026-06-08,RM_0001,CL_00390,3653.61
IAP_001502,2026-04-23,RM_0002,CL_00213,87637.69
IAP_000739,2026-06-01,RM_0027,CL_00149,9819.96
IAP_001190,2026-06-14,RM_0043,CL_00882,30136.9
IAP_001511,2026-04-16,RM_0043,CL_00245,93901.53
IAP_001142,2026-04-15,RM_0022,CL_00811,69553.27
IAP_000620,2026-05-01,RM_0043,CL_00233,31100.38
IAP_001845,2026-07-03,RM_0041,CL_00416,75211.8
IAP_001199,2026-05-28,RM_0040,CL_00334,11967.44
IAP_000403,2026-06-30,RM_0028,CL_00862,44533.21
IAP_001047,2026-04-18,RM_0035,CL_00663,9342.74
IAP_000707,2026-04-21,RM_0043,CL_00648,87962.91
IAP_000164,2026-04-17,RM_0016,CL_00474,53066.28
IAP_000501,2026-07-04,RM_0065,CL_00417,24079.4
IAP_001039,2026-06-13,RM_0016,CL_00060,92406.36
IAP_000576,2026-04-25,RM_0047,CL_00732,68324.25
IAP_001680,2026-04-20,RM_0015,CL_00193,25463.11
IAP_002009,2026-04-14,RM_0004,CL_00547,57372.23
IAP_001024,2026-06-27,RM_0027,CL_00042,18898.37
IAP_001300,2026-05-26,RM_0017,CL_00707,14784.09
IAP_000183,2026-05-09,RM_0001,CL_00004,48585.09
IAP_001107,2026-06-06,RM_0027,CL_00665,37849.15
IAP_000935,2026-04-19,RM_0043,CL_00160,10832.11
IAP_001269,2026-06-21,RM_0015,CL_00184,98283.39
IAP_000328,2026-05-30,RM_0002,CL_00393,58180.12
IAP_001226,2026-05-14,RM_0001,CL_00650,42262.62
IAP_001630,2026-06-16,RM_0053,CL_00098,47275.76
IAP_001821,2026-05-03,RM_0001,CL_00330,75236.35
IAP_001525,2026-06-05,RM_0015,CL_00059,81927.44
IAP_001303,2026-05-12,RM_0039,CL_00704,95151.11
IAP_002171,2026-05-13,RM_0015,CL_00117,81126.84
IAP_001929,2026-04-16,RM_0040,CL_00622,30072.96
IAP_001923,2026-06-30,RM_0033,CL_00138,4615.21
IAP_001719,2026-04-28,RM_0033,CL_00273,74602.76
IAP_000638,2026-06-28,RM_0044,CL_00677,65991.17
IAP_000564,2026-04-25,RM_0060,CL_00607,50129.11
IAP_001627,2026-04-16,RM_0052,CL_00467,24248.57
IAP_001712,2026-06-24,RM_0001,CL_00051,9140.69
IAP_000803,2026-05-10,RM_0022,CL_00026,19385.1
IAP_001946,2026-04-30,RM_0049,CL_00681,84153.14
IAP_000713,2026-06-28,RM_0053,CL_00001,38636.93
IAP_001123,2026-06-13,RM_0028,CL_00035,43934.38
IAP_000967,2026-05-24,RM_0039,CL_00789,70086.81
IAP_001213,2026-05-06,RM_0060,CL_00607,93751.45
IAP_001118,2026-05-13,RM_0004,CL_00636,32777.69
IAP_000528,2026-05-06,RM_0040,CL_00295,61977.61
IAP_000255,2026-05-27,RM_0039,CL_00262,13067.62
IAP_001307,2026-04-23,RM_0049,CL_00592,71926.59
IAP_000728,2026-05-11,RM_0037,CL_00113,27366.81
IAP_000047,2026-04-10,RM_0001,CL_00222,67313.16
IAP_000985,2026-05-13,RM_0006,CL_00630,94682.66
IAP_000371,2026-06-04,RM_0052,CL_00385,81008.75
IAP_001874,2026-06-18,RM_0039,CL_00651,88279.33
IAP_002039,2026-04-11,RM_0059,CL_00878,53053.68
IAP_001628,2026-06-25,RM_0049,CL_00723,57452.95
IAP_001969,2026-04-20,RM_0006,CL_00796,28104.79
IAP_001045,2026-05-24,RM_0015,CL_00435,21128.09
IAP_001971,2026-04-15,RM_0028,CL_00079,99721.56
IAP_000799,2026-06-24,RM_0007,CL_00819,67803.25
IAP_000761,2026-06-30,RM_0058,CL_00652,53247.45
IAP_000315,2026-06-19,RM_0004,CL_00916,53621.16
IAP_002149,2026-06-04,RM_0033,CL_00369,3701.17
IAP_001654,2026-06-02,RM_0033,CL_00367,77852.88
IAP_000052,2026-07-04,RM_0037,CL_00414,73523.28
IAP_000039,2026-04-11,RM_0006,CL_00395,79271.65
IAP_000329,2026-06-30,RM_0045,CL_00587,13266.37
IAP_001150,2026-06-03,RM_0027,CL_00362,27586.02
IAP_000298,2026-06-05,RM_0028,CL_00243,47783.4
IAP_001416,2026-04-16,RM_0047,CL_00518,66921.04
IAP_001197,2026-05-20,RM_0047,CL_00391,36728.78
IAP_001095,2026-05-14,RM_0017,CL_00645,93712.61
IAP_001050,2026-06-18,RM_0043,CL_00033,98169.71
IAP_001402,2026-07-02,RM_0033,CL_00837,2354.72
IAP_000151,2026-06-01,RM_0058,CL_00586,73670.87
IAP_000558,2026-07-02,RM_0015,CL_00769,63171.18
IAP_000890,2026-06-20,RM_0028,CL_00100,45688.88
IAP_001163,2026-06-21,RM_0053,CL_00005,17365.7
IAP_000333,2026-06-22,RM_0002,CL_00457,82401.78
IAP_000351,2026-05-07,RM_0043,CL_00528,81563.71
IAP_002095,2026-06-21,RM_0043,CL_00024,59877.76
IAP_002054,2026-04-19,RM_0012,CL_00713,46714.73
IAP_001816,2026-04-15,RM_0061,CL_00491,17855.27
IAP_000744,2026-06-07,RM_0033,CL_00666,17839.82
IAP_000801,2026-06-26,RM_0035,CL_00663,82922.14
IAP_000166,2026-05-15,RM_0041,CL_00397,31325.57
IAP_000882,2026-05-21,RM_0052,CL_00631,78489.77
IAP_001101,2026-06-23,RM_0031,CL_00170,85512.56
IAP_000851,2026-04-11,RM_0008,CL_00743,7802.41
IAP_000998,2026-07-04,RM_0006,CL_00015,19461.11
IAP_001436,2026-06-27,RM_0043,CL_00624,43717.81
IAP_000682,2026-05-10,RM_0002,CL_00433,73347.23
IAP_001162,2026-05-06,RM_0008,CL_00552,35664.69
IAP_000769,2026-06-15,RM_0002,CL_00581,56375.36
IAP_001544,2026-05-02,RM_0002,CL_00161,10375.19
IAP_001474,2026-05-08,RM_0006,CL_00815,53088.91
IAP_000943,2026-05-15,RM_0039,CL_00053,17214.03
IAP_002125,2026-04-24,RM_0002,CL_00256,8557.83
IAP_001447,2026-04-11,RM_0059,CL_00878,79355.91
IAP_000366,2026-05-05,RM_0001,CL_00390,16014.7
IAP_000149,2026-04-25,RM_0039,CL_00053,9353.84
IAP_000045,2026-05-22,RM_0049,CL_00126,93683.61
IAP_001119,2026-06-15,RM_0010,CL_00805,58347.16
IAP_000614,2026-04-21,RM_0039,CL_00700,5208.04
IAP_001842,2026-06-09,RM_0060,CL_00388,31838.56
IAP_001349,2026-05-26,RM_0039,CL_00254,76106.56
IAP_000908,2026-04-13,RM_0017,CL_00070,51726.56
IAP_000971,2026-06-17,RM_0010,CL_00655,4185.38
IAP_000491,2026-05-05,RM_0045,CL_00411,62445.64
IAP_001073,2026-06-03,RM_0057,CL_00073,91197.27
IAP_000763,2026-04-21,RM_0041,CL_00086,54198.03
IAP_000774,2026-05-30,RM_0006,CL_00340,53745.31
IAP_000915,2026-04-17,RM_0053,CL_00005,48151.71
IAP_001838,2026-05-05,RM_0058,CL_00673,94874.33
IAP_001774,2026-06-25,RM_0028,CL_00924,47594.71
IAP_001860,2026-04-26,RM_0017,CL_00363,66838.17
IAP_000235,2026-05-22,RM_0033,CL_00834,45173.28
IAP_001788,2026-05-27,RM_0004,CL_00861,29762.94
IAP_001156,2026-04-26,RM_0040,CL_00181,87350.08
IAP_000252,2026-04-21,RM_0015,CL_00720,39626.27
IAP_000703,2026-05-15,RM_0041,CL_00613,56593.35
IAP_000477,2026-05-03,RM_0022,CL_00775,85567.73
IAP_001637,2026-05-29,RM_0057,CL_00686,45301.09
IAP_001161,2026-06-11,RM_0002,CL_00256,46810.66
IAP_000072,2026-05-07,RM_0039,CL_00487,4939.03
IAP_001468,2026-05-29,RM_0008,CL_00727,88007.93
IAP_001970,2026-04-08,RM_0006,CL_00730,43795.81
IAP_000690,2026-06-08,RM_0021,CL_00444,90109.43
IAP_000210,2026-04-29,RM_0039,CL_00487,60238.7
IAP_002184,2026-05-11,RM_0053,CL_00220,82664.17
IAP_001371,2026-05-08,RM_0043,CL_00400,91893.2
IAP_001115,2026-05-01,RM_0002,CL_00177,20638.96
IAP_001306,2026-04-28,RM_0027,CL_00426,86298.27
IAP_001443,2026-06-09,RM_0009,CL_00831,63548.45
IAP_001830,2026-04-06,RM_0001,CL_00762,96804.57
IAP_001066,2026-04-22,RM_0001,CL_00477,35573.61
IAP_001389,2026-05-10,RM_0058,CL_00124,36426.95
IAP_001048,2026-06-17,RM_0004,CL_00861,45899.17
IAP_001885,2026-06-27,RM_0002,CL_00177,52858.73
IAP_000414,2026-06-06,RM_0027,CL_00864,52051.92
IAP_001745,2026-06-24,RM_0053,CL_00770,92587.91
IAP_000460,2026-07-04,RM_0015,CL_00709,97390.56
IAP_001297,2026-06-23,RM_0009,CL_00831,67588.61
IAP_000958,2026-04-18,RM_0054,CL_00420,95614.61
IAP_002015,2026-06-14,RM_0017,CL_00705,4394.38
IAP_000338,2026-05-21,RM_0015,CL_00184,45594.28
IAP_001629,2026-04-13,RM_0045,CL_00643,81433.0
IAP_000555,2026-04-27,RM_0009,CL_00269,15511.88
IAP_000859,2026-06-21,RM_0040,CL_00181,48843.92
IAP_001184,2026-04-24,RM_0002,CL_00180,72248.35
IAP_000864,2026-06-29,RM_0047,CL_00119,48816.33
IAP_001610,2026-04-10,RM_0052,CL_00095,21427.03
IAP_000384,2026-04-17,RM_0010,CL_00129,54898.12
IAP_001483,2026-04-15,RM_0027,CL_00362,16632.48
IAP_000814,2026-06-11,RM_0012,CL_00225,10243.09
IAP_000297,2026-04-18,RM_0022,CL_00413,18802.37
IAP_001417,2026-04-16,RM_0017,CL_00708,2060.65
IAP_001997,2026-05-19,RM_0017,CL_00707,47261.79
IAP_001948,2026-05-06,RM_0004,CL_00799,64397.14
IAP_002088,2026-06-30,RM_0021,CL_00444,62839.8
IAP_001504,2026-05-26,RM_0059,CL_00389,67047.85
IAP_000001,2026-04-28,RM_0054,CL_00030,73952.1
IAP_000925,2026-04-07,RM_0010,CL_00129,36887.35
IAP_001795,2026-06-16,RM_0043,CL_00567,15321.81
