Insurance_ID,Date,rm_id,client_id,Insurance_Amount
Insurance_001256,2026-05-30,RM_0027,CL_00710,82391.68
Insurance_000506,2026-05-31,RM_0022,CL_00401,69239.14
Insurance_001493,2026-07-02,RM_0039,CL_00744,51896.33
Insurance_002488,2026-04-10,RM_0010,CL_00141,100080.47
Insurance_001868,2026-04-19,RM_0044,CL_00357,69787.25
Insurance_001464,2026-04-10,RM_0058,CL_00586,13830.35
Insurance_001709,2026-06-28,RM_0047,CL_00738,152114.49
Insurance_000494,2026-04-21,RM_0033,CL_00837,6872.02
Insurance_000794,2026-06-06,RM_0039,CL_00786,189485.3
Insurance_001374,2026-04-24,RM_0021,CL_00101,149041.5
Insurance_002152,2026-05-15,RM_0006,CL_00553,90375.78
Insurance_000895,2026-04-07,RM_0001,CL_00222,21383.44
Insurance_000406,2026-06-19,RM_0009,CL_00499,195931.21
Insurance_001497,2026-05-10,RM_0012,CL_00281,183316.16
Insurance_001864,2026-05-18,RM_0033,CL_00315,175518.68
Insurance_001119,2026-05-26,RM_0053,CL_00633,60024.57
Insurance_002385,2026-05-03,RM_0033,CL_00367,136949.85
Insurance_001733,2026-05-02,RM_0015,CL_00709,171012.55
Insurance_002262,2026-04-29,RM_0039,CL_00343,167287.11
Insurance_002481,2026-05-02,RM_0058,CL_00234,95183.69
Insurance_000415,2026-07-02,RM_0037,CL_00345,51907.34
Insurance_002240,2026-05-06,RM_0028,CL_00288,26949.69
Insurance_001765,2026-05-05,RM_0012,CL_00742,171279.64
Insurance_001054,2026-06-04,RM_0012,CL_00181,179813.47
Insurance_002261,2026-06-02,RM_0044,CL_00357,93283.09
Insurance_002075,2026-04-20,RM_0027,CL_00042,97166.98
Insurance_002282,2026-04-26,RM_0010,CL_00141,194716.23
Insurance_000235,2026-07-03,RM_0040,CL_00181,131378.54
Insurance_001555,2026-05-17,RM_0006,CL_00265,20463.98
Insurance_000358,2026-05-11,RM_0010,CL_00129,10017.12
Insurance_000570,2026-06-19,RM_0021,CL_00191,90118.15
Insurance_001056,2026-06-27,RM_0033,CL_00666,146263.86
Insurance_002359,2026-04-13,RM_0043,CL_00328,45492.74
Insurance_000801,2026-05-08,RM_0058,CL_00124,102181.28
Insurance_000098,2026-05-20,RM_0022,CL_00879,13614.48
Insurance_000919,2026-06-12,RM_0027,CL_00448,144063.03
Insurance_001208,2026-06-27,RM_0001,CL_00824,160239.48
Insurance_000491,2026-06-05,RM_0017,CL_00645,150369.34
Insurance_000419,2026-04-30,RM_0002,CL_00618,174801.59
Insurance_000662,2026-05-25,RM_0028,CL_00165,137253.24
Insurance_000372,2026-05-17,RM_0028,CL_00061,41149.95
Insurance_000853,2026-07-03,RM_0040,CL_00334,120551.59
Insurance_000739,2026-05-18,RM_0049,CL_00610,105472.19
Insurance_001144,2026-05-17,RM_0002,CL_00479,152357.65
Insurance_000984,2026-06-27,RM_0017,CL_00751,57988.54
Insurance_000112,2026-05-28,RM_0044,CL_00900,188343.39
Insurance_000648,2026-06-11,RM_0015,CL_00812,11458.4
Insurance_000930,2026-05-03,RM_0031,CL_00879,70993.01
Insurance_002071,2026-05-11,RM_0001,CL_00330,67990.45
Insurance_001910,2026-06-03,RM_0017,CL_00604,194772.06
Insurance_000217,2026-06-20,RM_0058,CL_00516,56447.77
Insurance_002031,2026-04-19,RM_0006,CL_00206,116725.48
Insurance_001226,2026-05-03,RM_0028,CL_00765,166293.62
Insurance_000090,2026-06-23,RM_0028,CL_00009,119474.2
Insurance_000627,2026-05-15,RM_0001,CL_00855,111899.47
Insurance_001966,2026-04-24,RM_0002,CL_00898,167421.48
Insurance_001173,2026-04-20,RM_0007,CL_00897,5556.74
Insurance_001115,2026-05-29,RM_0058,CL_00597,177076.5
Insurance_002439,2026-05-29,RM_0043,CL_00252,19737.38
Insurance_000434,2026-05-05,RM_0049,CL_00279,100088.56
Insurance_000463,2026-06-21,RM_0039,CL_00175,176974.32
Insurance_002245,2026-04-09,RM_0058,CL_00652,11214.63
Insurance_001754,2026-06-14,RM_0027,CL_00272,17915.43
Insurance_000765,2026-04-24,RM_0049,CL_00214,87364.33
Insurance_001187,2026-06-28,RM_0021,CL_00048,148487.26
Insurance_000348,2026-06-24,RM_0039,CL_00156,62069.9
Insurance_001329,2026-04-24,RM_0031,CL_00332,125638.8
Insurance_002387,2026-06-24,RM_0043,CL_00422,163206.94
Insurance_001500,2026-04-16,RM_0004,CL_00483,39829.31
Insurance_000070,2026-04-05,RM_0053,CL_00850,125637.43
Insurance_001152,2026-04-15,RM_0004,CL_00239,159372.34
Insurance_000816,2026-04-09,RM_0017,CL_00707,15637.38
Insurance_000979,2026-05-03,RM_0008,CL_00019,196007.5
Insurance_001069,2026-05-19,RM_0043,CL_00648,91171.9
Insurance_000914,2026-07-03,RM_0017,CL_00707,57013.63
Insurance_002224,2026-05-09,RM_0035,CL_00223,70682.88
Insurance_002328,2026-05-01,RM_0028,CL_00712,170716.56
Insurance_000155,2026-06-05,RM_0053,CL_00131,66168.65
Insurance_000117,2026-05-23,RM_0059,CL_00491,73642.63
Insurance_001652,2026-06-10,RM_0049,CL_00883,103875.4
Insurance_002447,2026-07-01,RM_0049,CL_00681,102538.41
Insurance_001387,2026-05-26,RM_0058,CL_00021,187891.85
Insurance_000152,2026-04-21,RM_0016,CL_00060,183341.23
Insurance_001474,2026-06-09,RM_0037,CL_00445,147248.7
Insurance_001166,2026-04-30,RM_0001,CL_00390,173434.95
Insurance_000476,2026-05-17,RM_0027,CL_00294,113271.91
Insurance_002426,2026-04-19,RM_0015,CL_00282,147932.87
Insurance_001158,2026-04-28,RM_0045,CL_00034,27203.48
Insurance_001566,2026-04-14,RM_0008,CL_00019,14915.17
Insurance_000669,2026-06-17,RM_0010,CL_00189,147187.04
Insurance_001773,2026-06-17,RM_0015,CL_00726,33494.09
Insurance_001442,2026-06-03,RM_0058,CL_00673,189193.55
Insurance_000478,2026-06-30,RM_0028,CL_00243,54013.53
Insurance_002252,2026-06-27,RM_0058,CL_00574,62289.06
Insurance_001996,2026-06-23,RM_0002,CL_00408,152134.42
Insurance_002455,2026-04-29,RM_0033,CL_00747,84169.54
Insurance_001297,2026-04-13,RM_0006,CL_00553,92027.68
Insurance_001475,2026-06-05,RM_0053,CL_00305,173149.0
Insurance_001260,2026-06-13,RM_0002,CL_00256,194718.82
Insurance_001385,2026-04-25,RM_0033,CL_00259,11152.36
Insurance_000546,2026-06-12,RM_0027,CL_00144,107785.58
Insurance_001372,2026-05-17,RM_0016,CL_00246,98833.02
Insurance_002289,2026-05-22,RM_0027,CL_00331,83433.87
Insurance_001932,2026-04-30,RM_0010,CL_00795,195880.32
Insurance_002092,2026-05-26,RM_0016,CL_00446,198755.5
Insurance_000170,2026-05-05,RM_0037,CL_00345,28297.12
Insurance_000926,2026-06-15,RM_0012,CL_00225,110601.05
Insurance_000448,2026-04-15,RM_0008,CL_00722,40027.98
Insurance_001389,2026-06-22,RM_0001,CL_00762,62834.64
Insurance_002178,2026-05-26,RM_0015,CL_00748,157152.77
Insurance_001515,2026-04-17,RM_0056,CL_00545,149101.91
Insurance_000273,2026-05-05,RM_0004,CL_00168,132089.82
Insurance_001111,2026-06-14,RM_0040,CL_00152,139869.35
Insurance_000746,2026-06-02,RM_0033,CL_00783,25557.08
Insurance_001236,2026-04-15,RM_0015,CL_00709,99652.31
Insurance_000675,2026-05-01,RM_0012,CL_00238,40420.92
Insurance_000948,2026-05-19,RM_0053,CL_00148,39440.22
Insurance_002301,2026-05-30,RM_0027,CL_00710,40027.38
Insurance_001042,2026-04-14,RM_0012,CL_00719,152758.54
Insurance_000677,2026-05-15,RM_0028,CL_00712,144404.72
Insurance_000831,2026-04-18,RM_0017,CL_00705,46569.6
Insurance_001965,2026-07-03,RM_0006,CL_00395,150341.31
Insurance_002356,2026-06-25,RM_0002,CL_00618,92388.24
Insurance_000918,2026-05-14,RM_0001,CL_00803,173795.08
Insurance_002099,2026-05-17,RM_0061,CL_00543,140798.7
Insurance_002343,2026-05-29,RM_0008,CL_00727,135735.57
Insurance_002006,2026-05-23,RM_0053,CL_00005,54155.89
Insurance_000321,2026-04-14,RM_0028,CL_00352,145688.9
Insurance_001406,2026-05-01,RM_0016,CL_00355,91079.59
Insurance_001401,2026-04-23,RM_0006,CL_00340,58293.5
Insurance_000073,2026-05-01,RM_0015,CL_00709,174649.48
Insurance_000744,2026-04-14,RM_0028,CL_00143,119789.69
Insurance_000091,2026-04-27,RM_0045,CL_00307,82167.2
Insurance_000938,2026-06-10,RM_0016,CL_00246,36434.09
Insurance_002309,2026-06-29,RM_0027,CL_00362,174892.33
Insurance_002406,2026-06-30,RM_0015,CL_00193,33590.74
Insurance_000151,2026-06-01,RM_0028,CL_00035,132599.95
Insurance_002184,2026-05-29,RM_0033,CL_00132,101029.86
Insurance_001169,2026-06-15,RM_0054,CL_00139,149754.08
Insurance_002318,2026-06-12,RM_0031,CL_00292,50130.5
Insurance_001012,2026-06-08,RM_0001,CL_00824,95491.64
Insurance_001636,2026-05-24,RM_0058,CL_00247,48236.13
Insurance_001380,2026-04-06,RM_0057,CL_00073,167794.12
Insurance_001780,2026-04-15,RM_0015,CL_00356,167564.86
Insurance_002475,2026-06-22,RM_0043,CL_00856,138472.72
Insurance_002497,2026-05-03,RM_0028,CL_00046,174118.4
Insurance_001082,2026-05-15,RM_0022,CL_00276,97854.27
Insurance_000688,2026-05-17,RM_0049,CL_00531,139455.71
Insurance_002347,2026-05-15,RM_0067,CL_00403,180268.4
Insurance_002487,2026-05-03,RM_0022,CL_00276,59286.79
Insurance_001781,2026-06-10,RM_0037,CL_00695,183550.57
Insurance_001548,2026-06-25,RM_0049,CL_00764,85566.06
Insurance_000360,2026-05-08,RM_0004,CL_00560,41900.37
Insurance_000660,2026-06-15,RM_0001,CL_00222,103105.73
Insurance_000954,2026-05-08,RM_0040,CL_00372,124769.56
Insurance_001470,2026-05-09,RM_0060,CL_00344,19871.7
Insurance_002053,2026-05-29,RM_0039,CL_00704,113565.51
Insurance_002232,2026-05-18,RM_0049,CL_00610,63227.0
Insurance_000533,2026-04-13,RM_0045,CL_00635,60759.06
Insurance_000407,2026-06-04,RM_0043,CL_00306,185311.57
Insurance_000960,2026-07-01,RM_0045,CL_00687,180580.38
Insurance_001753,2026-05-13,RM_0039,CL_00821,183545.75
Insurance_001220,2026-06-04,RM_0016,CL_00246,195948.27
Insurance_001791,2026-04-12,RM_0001,CL_00650,184275.33
Insurance_002283,2026-05-01,RM_0049,CL_00176,173318.81
Insurance_000901,2026-06-22,RM_0058,CL_00673,198798.39
Insurance_001441,2026-06-14,RM_0009,CL_00250,90101.32
Insurance_001741,2026-06-20,RM_0037,CL_00368,65794.92
Insurance_000231,2026-04-25,RM_0043,CL_00160,84495.0
Insurance_002166,2026-06-07,RM_0002,CL_00180,65283.55
Insurance_000084,2026-06-26,RM_0058,CL_00466,116981.4
Insurance_002321,2026-06-14,RM_0006,CL_00244,82231.37
Insurance_001031,2026-04-08,RM_0060,CL_00523,102968.24
Insurance_001571,2026-06-19,RM_0033,CL_00666,41282.4
Insurance_000879,2026-06-23,RM_0006,CL_00423,166638.03
Insurance_002158,2026-06-06,RM_0039,CL_00717,164073.53
Insurance_000972,2026-06-08,RM_0021,CL_00444,65457.68
Insurance_002164,2026-05-13,RM_0041,CL_00128,73900.95
Insurance_001601,2026-04-07,RM_0006,CL_00841,37006.12
Insurance_002336,2026-06-17,RM_0001,CL_00554,45292.33
Insurance_001300,2026-05-27,RM_0060,CL_00523,93151.07
Insurance_000674,2026-05-23,RM_0027,CL_00224,31981.22
Insurance_002412,2026-05-01,RM_0033,CL_00138,30528.34
Insurance_001811,2026-04-18,RM_0009,CL_00041,68541.72
Insurance_000518,2026-04-21,RM_0049,CL_00114,172654.96
Insurance_001829,2026-04-27,RM_0001,CL_00330,94584.81
Insurance_002259,2026-06-26,RM_0015,CL_00013,111616.52
Insurance_002216,2026-05-22,RM_0015,CL_00435,120251.66
Insurance_001878,2026-04-30,RM_0011,CL_00314,171463.69
Insurance_002072,2026-04-20,RM_0063,CL_00107,197905.72
Insurance_002222,2026-06-28,RM_0053,CL_00852,75848.83
Insurance_000939,2026-06-09,RM_0053,CL_00060,156264.02
Insurance_000044,2026-06-17,RM_0052,CL_00845,83698.87
Insurance_001249,2026-04-18,RM_0039,CL_00378,54961.9
Insurance_000798,2026-06-18,RM_0015,CL_00510,79800.76
Insurance_000873,2026-04-15,RM_0001,CL_00791,104082.83
Insurance_000092,2026-05-09,RM_0040,CL_00036,35686.23
Insurance_001352,2026-06-24,RM_0001,CL_00463,13816.29
Insurance_001498,2026-05-02,RM_0041,CL_00251,98982.03
Insurance_001930,2026-05-13,RM_0027,CL_00224,98795.94
Insurance_000386,2026-06-22,RM_0056,CL_00545,76323.31
Insurance_002472,2026-06-07,RM_0015,CL_00853,189841.77
Insurance_000596,2026-06-01,RM_0027,CL_00671,176637.25
Insurance_000045,2026-04-05,RM_0006,CL_00404,161917.3
Insurance_000749,2026-04-06,RM_0028,CL_00776,78217.3
Insurance_001523,2026-04-20,RM_0015,CL_00350,88274.73
Insurance_001955,2026-06-27,RM_0049,CL_00766,88384.39
Insurance_000106,2026-06-08,RM_0039,CL_00461,60362.76
Insurance_000597,2026-05-02,RM_0027,CL_00665,7565.43
Insurance_001002,2026-06-16,RM_0017,CL_00640,75366.0
Insurance_001592,2026-06-15,RM_0001,CL_00004,99323.16
Insurance_001904,2026-04-09,RM_0049,CL_00214,176094.91
Insurance_001064,2026-05-10,RM_0017,CL_00844,39794.13
Insurance_002217,2026-06-16,RM_0001,CL_00390,98792.82
Insurance_000982,2026-04-26,RM_0006,CL_00404,121266.1
Insurance_001980,2026-05-01,RM_0006,CL_00630,171063.46
Insurance_002196,2026-06-18,RM_0028,CL_00061,43039.91
Insurance_001014,2026-04-19,RM_0009,CL_00831,34445.84
Insurance_002009,2026-04-18,RM_0012,CL_00663,140872.97
Insurance_000161,2026-06-08,RM_0043,CL_00192,178668.77
Insurance_001847,2026-04-07,RM_0041,CL_00324,108266.5
Insurance_001338,2026-04-27,RM_0044,CL_00900,140814.36
Insurance_000622,2026-04-18,RM_0017,CL_00751,131227.62
Insurance_000050,2026-05-02,RM_0053,CL_00807,155688.32
Insurance_001524,2026-05-03,RM_0015,CL_00435,170180.4
Insurance_002322,2026-06-08,RM_0037,CL_00468,125612.92
Insurance_000626,2026-05-17,RM_0007,CL_00452,6539.68
Insurance_001913,2026-05-02,RM_0057,CL_00329,8670.2
Insurance_002333,2026-05-25,RM_0008,CL_00699,78203.99
Insurance_001993,2026-05-06,RM_0031,CL_00020,91957.69
Insurance_001434,2026-06-24,RM_0002,CL_00216,62898.43
Insurance_001953,2026-06-18,RM_0017,CL_00863,183653.73
Insurance_000270,2026-04-11,RM_0058,CL_00586,47852.32
Insurance_002112,2026-06-15,RM_0016,CL_00767,64760.85
Insurance_001232,2026-06-21,RM_0033,CL_00064,192693.36
Insurance_002396,2026-06-16,RM_0041,CL_00420,168964.42
Insurance_001876,2026-05-12,RM_0002,CL_00084,91966.35
Insurance_001731,2026-04-18,RM_0017,CL_00419,63663.95
Insurance_001526,2026-06-26,RM_0049,CL_00360,26160.74
Insurance_001703,2026-06-09,RM_0043,CL_00400,17060.05
Insurance_002035,2026-04-24,RM_0004,CL_00799,156051.72
Insurance_001751,2026-06-13,RM_0027,CL_00864,142938.61
Insurance_001040,2026-04-07,RM_0049,CL_00217,94958.73
Insurance_001694,2026-06-02,RM_0049,CL_00866,100308.29
Insurance_001490,2026-06-07,RM_0017,CL_00602,45897.37
Insurance_002046,2026-04-05,RM_0002,CL_00346,116986.3
Insurance_001681,2026-04-19,RM_0015,CL_00735,71764.97
Insurance_000065,2026-05-14,RM_0021,CL_00384,98809.2
Insurance_001085,2026-05-21,RM_0060,CL_00676,24707.23
Insurance_001471,2026-06-22,RM_0041,CL_00397,19365.35
Insurance_001908,2026-06-05,RM_0015,CL_00735,149772.53
Insurance_001357,2026-06-23,RM_0002,CL_00898,112128.32
Insurance_001311,2026-05-10,RM_0027,CL_00149,12878.52
Insurance_001418,2026-06-04,RM_0053,CL_00249,83595.07
Insurance_000020,2026-06-19,RM_0031,CL_00123,104028.64
Insurance_001986,2026-06-19,RM_0043,CL_00033,137930.7
Insurance_000646,2026-05-19,RM_0028,CL_00106,148922.37
Insurance_001314,2026-05-13,RM_0016,CL_00355,152294.88
Insurance_000256,2026-06-10,RM_0054,CL_00139,95753.27
Insurance_000719,2026-06-30,RM_0040,CL_00036,17421.13
Insurance_000542,2026-06-26,RM_0028,CL_00100,35999.55
Insurance_001833,2026-06-01,RM_0059,CL_00876,107847.28
Insurance_001438,2026-06-19,RM_0002,CL_00183,132798.23
Insurance_000510,2026-06-16,RM_0037,CL_00364,142289.35
Insurance_001370,2026-06-09,RM_0028,CL_00620,16104.62
Insurance_000361,2026-05-02,RM_0056,CL_00179,177659.21
Insurance_001538,2026-04-16,RM_0004,CL_00104,69890.51
Insurance_000647,2026-06-15,RM_0037,CL_00113,53580.19
Insurance_000404,2026-05-06,RM_0043,CL_00160,106112.07
Insurance_000266,2026-06-04,RM_0052,CL_00467,152436.05
Insurance_002191,2026-06-07,RM_0033,CL_00540,61425.1
Insurance_001018,2026-04-28,RM_0058,CL_00466,60889.8
Insurance_001547,2026-04-22,RM_0021,CL_00697,149098.07
Insurance_002116,2026-05-10,RM_0002,CL_00403,193586.03
Insurance_002192,2026-05-24,RM_0044,CL_00491,49485.48
Insurance_001603,2026-04-15,RM_0056,CL_00105,119274.77
Insurance_000897,2026-04-13,RM_0039,CL_00598,183956.05
Insurance_001360,2026-05-31,RM_0054,CL_00139,188754.3
Insurance_001211,2026-06-30,RM_0006,CL_00825,56487.87
Insurance_000784,2026-04-07,RM_0033,CL_00758,81635.49
Insurance_002101,2026-06-10,RM_0037,CL_00695,191667.45
Insurance_002085,2026-05-13,RM_0043,CL_00422,59335.02
Insurance_000480,2026-06-04,RM_0043,CL_00856,173172.75
Insurance_000577,2026-07-02,RM_0041,CL_00496,134005.48
Insurance_000374,2026-07-03,RM_0056,CL_00891,118257.23
Insurance_000100,2026-05-04,RM_0016,CL_00355,182210.94
Insurance_000096,2026-05-03,RM_0041,CL_00251,107210.37
Insurance_002123,2026-04-08,RM_0016,CL_00474,189975.25
Insurance_001258,2026-05-25,RM_0015,CL_00449,100833.68
Insurance_000703,2026-06-07,RM_0010,CL_00625,191900.51
Insurance_001604,2026-05-16,RM_0057,CL_00583,67904.8
Insurance_000705,2026-05-12,RM_0044,CL_00357,116992.34
Insurance_001552,2026-05-15,RM_0033,CL_00011,71594.36
Insurance_001623,2026-06-15,RM_0021,CL_00191,176589.51
Insurance_000365,2026-06-07,RM_0027,CL_00375,51819.25
Insurance_000125,2026-04-21,RM_0049,CL_00610,196835.5
Insurance_001800,2026-05-15,RM_0028,CL_00712,138047.43
Insurance_002020,2026-07-01,RM_0008,CL_00164,59963.2
Insurance_000317,2026-07-04,RM_0057,CL_00369,21869.77
Insurance_001873,2026-06-28,RM_0057,CL_00326,68781.96
Insurance_002013,2026-05-13,RM_0007,CL_00819,94844.94
Insurance_001089,2026-04-22,RM_0039,CL_00651,69083.29
Insurance_000481,2026-06-12,RM_0040,CL_00372,149175.26
Insurance_000630,2026-04-28,RM_0052,CL_00709,139307.03
Insurance_001618,2026-06-14,RM_0015,CL_00435,165382.83
Insurance_001266,2026-06-29,RM_0053,CL_00850,116653.32
Insurance_002025,2026-04-25,RM_0028,CL_00133,69467.11
Insurance_001460,2026-05-31,RM_0004,CL_00142,170601.15
Insurance_000446,2026-04-27,RM_0056,CL_00256,72470.2
Insurance_000338,2026-04-26,RM_0015,CL_00449,85070.18
Insurance_000487,2026-06-30,RM_0068,CL_00113,173411.8
Insurance_002377,2026-04-30,RM_0001,CL_00222,89780.58
Insurance_002280,2026-04-17,RM_0004,CL_00551,162152.08
Insurance_001149,2026-05-01,RM_0041,CL_00496,153643.63
Insurance_000055,2026-06-14,RM_0058,CL_00909,141889.75
Insurance_001399,2026-06-25,RM_0022,CL_00413,191823.8
Insurance_002159,2026-06-04,RM_0027,CL_00671,173406.76
Insurance_002146,2026-04-28,RM_0056,CL_00718,192593.05
Insurance_000826,2026-04-17,RM_0002,CL_00618,113082.79
Insurance_001529,2026-04-11,RM_0015,CL_00748,62641.69
Insurance_000177,2026-04-23,RM_0021,CL_00719,199894.54
Insurance_001270,2026-05-28,RM_0002,CL_00213,133131.16
Insurance_000008,2026-05-23,RM_0045,CL_00312,60589.26
Insurance_001036,2026-05-04,RM_0022,CL_00276,199645.43
Insurance_000188,2026-05-03,RM_0033,CL_00174,115828.96
Insurance_001582,2026-06-22,RM_0033,CL_00259,176840.04
Insurance_002423,2026-06-27,RM_0015,CL_00193,21769.17
Insurance_001156,2026-06-22,RM_0012,CL_00593,56543.58
Insurance_000305,2026-07-04,RM_0006,CL_00395,103518.19
Insurance_002209,2026-05-23,RM_0012,CL_00719,180577.24
Insurance_001887,2026-04-18,RM_0006,CL_00340,31350.17
Insurance_000643,2026-04-20,RM_0001,CL_00721,136331.22
Insurance_001180,2026-04-06,RM_0022,CL_00417,191881.02
Insurance_000213,2026-04-16,RM_0002,CL_00393,130038.07
Insurance_001647,2026-06-11,RM_0001,CL_00855,67988.1
Insurance_000219,2026-04-09,RM_0039,CL_00343,102936.23
Insurance_000027,2026-06-29,RM_0039,CL_00006,34020.72
Insurance_000123,2026-04-21,RM_0049,CL_00136,56157.12
Insurance_001312,2026-06-29,RM_0065,CL_00098,26351.24
Insurance_001287,2026-06-01,RM_0017,CL_00070,75872.96
Insurance_001605,2026-05-07,RM_0057,CL_00583,167453.7
Insurance_000163,2026-05-28,RM_0010,CL_00129,61435.72
Insurance_000424,2026-04-06,RM_0058,CL_00466,19143.19
Insurance_001723,2026-04-29,RM_0002,CL_00838,51363.86
Insurance_001865,2026-05-30,RM_0015,CL_00394,153718.44
Insurance_002480,2026-05-04,RM_0057,CL_00752,5160.18
Insurance_000726,2026-05-12,RM_0058,CL_00509,162008.67
Insurance_002354,2026-04-28,RM_0016,CL_00446,82535.41
Insurance_002291,2026-06-07,RM_0047,CL_00137,30377.23
Insurance_002058,2026-05-06,RM_0006,CL_00456,38897.99
Insurance_000591,2026-05-01,RM_0058,CL_00652,75302.55
Insurance_000556,2026-06-26,RM_0043,CL_00851,39037.09
Insurance_001561,2026-05-03,RM_0045,CL_00576,98717.89
Insurance_001499,2026-05-14,RM_0057,CL_00054,45735.89
Insurance_000378,2026-05-19,RM_0054,CL_00298,94306.72
Insurance_000664,2026-06-16,RM_0035,CL_00663,117150.76
Insurance_001537,2026-06-04,RM_0002,CL_00494,169539.99
Insurance_001530,2026-04-14,RM_0057,CL_00886,80910.41
Insurance_000539,2026-06-01,RM_0017,CL_00111,199762.9
Insurance_001975,2026-06-21,RM_0006,CL_00796,105282.96
Insurance_001737,2026-04-25,RM_0040,CL_00465,70045.03
Insurance_000659,2026-04-16,RM_0028,CL_00636,109513.85
Insurance_001802,2026-05-01,RM_0028,CL_00079,82897.37
Insurance_002131,2026-04-12,RM_0057,CL_00073,34093.73
Insurance_001025,2026-06-28,RM_0004,CL_00731,182301.53
Insurance_001005,2026-06-21,RM_0027,CL_00842,91908.81
Insurance_001947,2026-06-20,RM_0054,CL_00559,68800.48
Insurance_001532,2026-04-16,RM_0012,CL_00719,127934.36
Insurance_000931,2026-05-31,RM_0041,CL_00778,171944.67
Insurance_001241,2026-05-15,RM_0001,CL_00188,169739.36
Insurance_000777,2026-05-02,RM_0057,CL_00369,70529.78
Insurance_001762,2026-07-03,RM_0054,CL_00338,98323.52
Insurance_000867,2026-04-29,RM_0045,CL_00660,194660.84
Insurance_002183,2026-04-05,RM_0002,CL_00457,101904.67
Insurance_000821,2026-05-15,RM_0002,CL_00177,76585.45
Insurance_001903,2026-06-01,RM_0049,CL_00741,182512.07
Insurance_000838,2026-05-14,RM_0010,CL_00795,134959.2
Insurance_000121,2026-06-12,RM_0040,CL_00181,117609.04
Insurance_002266,2026-06-10,RM_0015,CL_00877,180511.83
Insurance_002110,2026-04-18,RM_0028,CL_00776,178927.57
Insurance_000519,2026-05-01,RM_0017,CL_00022,154941.97
Insurance_000548,2026-05-03,RM_0057,CL_00571,113135.98
Insurance_002094,2026-06-24,RM_0017,CL_00751,126106.83
Insurance_000825,2026-06-03,RM_0028,CL_00620,152159.18
Insurance_001990,2026-05-06,RM_0041,CL_00150,107284.51
Insurance_001655,2026-05-02,RM_0049,CL_00561,170191.12
Insurance_000796,2026-06-12,RM_0033,CL_00462,140172.23
Insurance_001799,2026-05-01,RM_0001,CL_00721,33249.21
Insurance_000030,2026-04-11,RM_0052,CL_00530,78043.81
Insurance_000239,2026-06-20,RM_0047,CL_00017,99483.48
Insurance_000037,2026-06-11,RM_0039,CL_00487,167500.94
Insurance_001217,2026-04-30,RM_0060,CL_00388,41325.37
Insurance_001061,2026-04-07,RM_0017,CL_00070,14591.05
Insurance_001381,2026-04-09,RM_0017,CL_00604,119273.44
Insurance_001639,2026-05-15,RM_0015,CL_00709,107103.03
Insurance_001872,2026-06-30,RM_0033,CL_00044,102757.49
Insurance_002169,2026-04-20,RM_0049,CL_00764,145281.43
Insurance_000560,2026-05-01,RM_0047,CL_00539,50009.76
Insurance_000405,2026-05-28,RM_0006,CL_00647,178571.32
Insurance_002460,2026-06-16,RM_0001,CL_00477,91236.3
Insurance_002379,2026-04-18,RM_0027,CL_00458,64049.84
Insurance_000367,2026-05-23,RM_0041,CL_00150,182794.39
Insurance_001379,2026-04-24,RM_0015,CL_00013,12229.8
Insurance_000956,2026-05-12,RM_0053,CL_00284,118131.62
Insurance_000069,2026-04-18,RM_0041,CL_00379,175692.24
Insurance_000550,2026-05-19,RM_0049,CL_00866,156357.61
Insurance_000071,2026-04-21,RM_0028,CL_00045,61050.34
Insurance_000278,2026-04-30,RM_0028,CL_00035,16680.18
Insurance_000148,2026-04-16,RM_0035,CL_00513,71284.92
Insurance_001351,2026-04-14,RM_0015,CL_00193,11781.43
Insurance_000699,2026-06-09,RM_0053,CL_00220,77802.8
Insurance_001677,2026-07-01,RM_0040,CL_00569,11332.23
Insurance_001224,2026-06-27,RM_0007,CL_00112,81629.45
Insurance_002154,2026-06-26,RM_0066,CL_00136,30012.29
Insurance_000457,2026-04-21,RM_0037,CL_00445,131190.96
Insurance_000363,2026-04-22,RM_0037,CL_00113,131390.55
Insurance_000924,2026-05-20,RM_0022,CL_00899,95039.55
Insurance_000827,2026-07-02,RM_0040,CL_00047,185308.83
Insurance_001073,2026-05-28,RM_0040,CL_00606,145987.49
Insurance_002392,2026-04-17,RM_0031,CL_00854,118728.57
Insurance_001544,2026-05-01,RM_0043,CL_00567,40556.27
Insurance_000040,2026-04-10,RM_0028,CL_00045,136213.3
Insurance_000686,2026-06-01,RM_0043,CL_00794,155793.78
Insurance_000689,2026-05-14,RM_0006,CL_00244,115441.73
Insurance_002104,2026-05-23,RM_0004,CL_00396,51188.49
Insurance_000564,2026-05-03,RM_0028,CL_00765,111052.1
Insurance_001179,2026-04-30,RM_0049,CL_00295,141889.53
Insurance_002136,2026-05-23,RM_0053,CL_00753,175782.08
Insurance_000357,2026-06-05,RM_0028,CL_00776,139510.28
Insurance_000087,2026-04-30,RM_0015,CL_00763,63917.56
Insurance_001968,2026-06-06,RM_0053,CL_00406,60052.92
Insurance_000498,2026-06-13,RM_0058,CL_00247,189130.24
Insurance_001539,2026-05-10,RM_0017,CL_00353,159703.45
Insurance_002294,2026-05-31,RM_0037,CL_00345,167438.09
Insurance_001745,2026-06-09,RM_0027,CL_00362,64079.23
Insurance_001373,2026-05-31,RM_0058,CL_00756,155957.64
