TGS_ID,Date,rm_id,client_id,TGS_Amount
TGS_002247,2026-04-05,RM_0016,CL_00060,61909.02
TGS_001058,2026-05-02,RM_0053,CL_00491,51695.44
TGS_000202,20-05-2026,RM_0004,CL_00168,22139.3
TGS_001999,2026-04-23,RM_0043,CL_00197,73979.18
TGS_000746,2026-06-19,RM_0058,CL_00068,42201.28
TGS_000023,2026-05-17,RM_0022,CL_00003,67981.83
TGS_001797,2026-05-07,RM_0053,CL_00850,59645.61
TGS_001505,2026-05-28,RM_0043,CL_00240,65748.37
TGS_000678,2026-06-09,RM_0008,CL_00323,65213.5
TGS_001994,2026-05-28,RM_0033,CL_00402,58749.22
TGS_001302,2026-06-22,RM_0060,CL_00676,48391.18
TGS_002896,2026-05-27,RM_0015,CL_00449,11787.07
TGS_001664,2026-04-21,RM_0057,CL_00672,17522.01
TGS_002291,2026-04-10,RM_0043,CL_00851,25458.25
TGS_001958,2026-06-05,RM_0058,CL_00673,3404.53
TGS_001786,2026-06-24,RM_0001,CL_00803,28826.6
TGS_002549,2026-06-10,RM_0041,CL_00656,58622.7
TGS_000486,2026-04-13,RM_0043,CL_00528,58400.57
TGS_001082,2026-05-06,RM_0040,CL_00207,12321.32
TGS_001673,2026-05-21,RM_0028,CL_00522,43369.41
TGS_000123,2026-06-12,RM_0039,CL_00821,27971.34
TGS_002971,2026-06-02,RM_0053,CL_00852,66499.34
TGS_000899,2026-06-02,RM_0053,CL_00431,66342.24
TGS_002794,2026-04-16,RM_0049,CL_00561,66758.17
TGS_002457,2026-05-13,RM_0015,CL_00184,7383.84
TGS_001651,2026-04-13,RM_0039,CL_00175,43374.95
TGS_002589,2026-07-01,RM_0007,CL_00880,11242.51
TGS_002170,2026-04-11,RM_0004,CL_00504,4118.33
TGS_002875,2026-04-26,RM_0047,CL_00603,43930.89
TGS_002645,2026-06-16,RM_0053,CL_00753,63594.89
TGS_000665,2026-04-21,RM_0044,CL_00357,43494.99
TGS_001329,2026-06-06,RM_0016,CL_00478,44103.16
TGS_000018,2026-05-04,RM_0021,CL_00697,48630.8
TGS_002496,2026-05-21,RM_0006,CL_00206,46268.49
TGS_001339,2026-04-10,RM_0015,CL_00013,52405.6
TGS_000518,2026-05-15,RM_0058,CL_00543,27917.58
TGS_001049,2026-05-05,RM_0057,CL_00073,11702.13
TGS_002599,2026-04-25,RM_0009,CL_00041,14851.83
TGS_002967,2026-06-23,RM_0022,CL_00811,35809.91
TGS_002924,2026-05-13,RM_0017,CL_00640,9443.79
TGS_000949,2026-05-09,RM_0002,CL_00180,18133.23
TGS_000209,2026-04-30,RM_0052,CL_00385,33230.71
TGS_002539,2026-06-25,RM_0012,CL_00893,22041.95
TGS_002097,2026-06-01,RM_0053,CL_00782,52299.16
TGS_000407,2026-06-28,RM_0060,CL_00050,52421.3
TGS_002430,2026-05-30,RM_0043,CL_00037,43631.6
TGS_002030,2026-04-14,RM_0060,CL_00676,13190.54
TGS_001504,2026-04-12,RM_0059,CL_00876,67179.09
TGS_000298,2026-05-29,RM_0015,CL_00059,62888.28
TGS_001326,2026-06-17,RM_0002,CL_00408,68414.03
TGS_000435,2026-05-07,RM_0033,CL_00843,62369.24
TGS_001636,2026-04-18,RM_0016,CL_00767,16436.29
TGS_002015,2026-05-28,RM_0006,CL_00841,9162.93
TGS_001939,2026-05-18,RM_0047,CL_00732,55006.36
TGS_000366,2026-06-20,RM_0040,CL_00644,58206.9
TGS_002301,2026-04-05,RM_0015,CL_00063,35309.47
TGS_001993,2026-06-02,RM_0044,CL_00187,60180.26
TGS_002622,2026-06-09,RM_0028,CL_00765,27969.3
TGS_002172,2026-06-01,RM_0016,CL_00246,37045.02
TGS_002886,2026-04-09,RM_0057,CL_00369,26333.39
TGS_001323,2026-07-03,RM_0069,CL_00480,30758.26
TGS_002654,2026-04-15,RM_0041,CL_00617,27324.0
TGS_002118,2026-06-13,RM_0054,CL_00298,44160.59
TGS_002696,2026-05-30,RM_0043,CL_00037,15949.63
TGS_000257,2026-05-04,RM_0041,CL_00827,65490.9
TGS_000203,2026-04-17,RM_0054,CL_00829,67647.61
TGS_002845,2026-04-27,RM_0006,CL_00730,40062.2
TGS_002028,2026-06-21,RM_0039,CL_00156,61850.19
TGS_001248,2026-04-05,RM_0033,CL_00843,18971.46
TGS_000118,2026-05-06,RM_0027,CL_00362,13362.28
TGS_001313,2026-06-25,RM_0008,CL_00727,25831.4
TGS_000383,2026-05-23,RM_0060,CL_00729,7784.99
TGS_001754,2026-04-11,RM_0008,CL_00454,11502.3
TGS_001227,18-05-2026,RM_0054,CL_00829,23774.97
TGS_002300,2026-04-24,RM_0040,CL_00490,49558.85
TGS_001105,2026-06-08,RM_0049,CL_00501,14425.7
TGS_002447,2026-06-16,RM_0011,CL_00737,50312.89
TGS_002783,2026-07-04,RM_0021,CL_00223,64232.37
TGS_002473,2026-06-22,RM_0028,CL_00046,34950.69
TGS_000768,2026-04-20,RM_0039,CL_00717,19870.13
TGS_002298,2026-05-28,RM_0033,CL_00132,22985.32
TGS_000804,2026-07-03,RM_0040,CL_00787,33716.99
TGS_002031,2026-05-09,RM_0049,CL_00766,24938.17
TGS_000337,2026-06-30,RM_0041,CL_00496,74767.93
TGS_002231,2026-07-04,RM_0015,CL_00449,10104.74
TGS_002382,2026-04-25,RM_0006,CL_00404,24559.45
TGS_000724,2026-05-30,RM_0015,CL_00720,58731.96
TGS_002347,2026-05-16,RM_0002,CL_00030,7122.03
TGS_002658,15-04-2026,RM_0015,CL_00902,20448.8
TGS_001033,2026-06-15,RM_0040,CL_00787,5631.19
TGS_000272,2026-04-30,RM_0016,CL_00122,38953.46
TGS_001824,2026-04-18,RM_0045,CL_00576,27398.73
TGS_002069,2026-06-21,RM_0004,CL_00915,64839.56
TGS_000336,2026-06-20,RM_0001,CL_00750,70907.83
TGS_000812,2026-04-13,RM_0006,CL_00381,8388.15
TGS_002753,2026-04-07,RM_0033,CL_00138,33979.04
TGS_002483,2026-04-30,RM_0027,CL_00448,38293.11
TGS_001230,2026-05-06,RM_0012,CL_00421,48595.67
TGS_000616,2026-05-01,RM_0011,CL_00314,33941.13
TGS_000253,2026-04-06,RM_0004,CL_00483,3912.57
TGS_000328,2026-05-16,RM_0001,CL_00824,23135.77
TGS_000674,2026-04-25,RM_0053,CL_00158,25437.72
TGS_002821,2026-05-19,RM_0027,CL_00458,52451.79
TGS_000686,2026-05-08,RM_0015,CL_00059,60619.54
TGS_002074,08-04-2026,RM_0008,CL_00323,13012.02
TGS_002053,2026-06-07,RM_0017,CL_00070,3608.98
TGS_000357,2026-06-18,RM_0001,CL_00803,63027.08
TGS_000401,2026-05-04,RM_0017,CL_00640,36973.56
TGS_000924,2026-06-10,RM_0015,CL_00763,21068.33
TGS_002048,2026-05-19,RM_0001,CL_00750,21330.32
TGS_002563,2026-05-25,RM_0004,CL_00551,32308.98
TGS_001979,2026-04-10,RM_0058,CL_00729,66097.34
TGS_000388,2026-06-01,RM_0052,CL_00564,2377.56
TGS_002527,2026-06-28,RM_0012,CL_00713,38821.53
TGS_002331,2026-04-09,RM_0004,CL_00896,49159.32
TGS_002372,2026-05-03,RM_0039,CL_00378,1411.53
TGS_002461,2026-04-07,RM_0006,CL_00405,8602.19
TGS_001413,2026-06-15,RM_0006,CL_00815,5702.3
TGS_002225,2026-04-09,RM_0008,CL_00775,44339.28
TGS_001965,2026-05-21,RM_0033,CL_00438,39540.86
TGS_001677,2026-04-24,RM_0017,CL_00486,50065.38
TGS_001157,2026-04-15,RM_0027,CL_00671,14598.37
TGS_001688,2026-04-16,RM_0060,CL_00676,28379.85
TGS_002781,2026-04-21,RM_0053,CL_00148,40170.3
TGS_001472,2026-05-22,RM_0037,CL_00364,20049.24
TGS_002355,2026-05-05,RM_0015,CL_00720,49861.71
TGS_000037,2026-06-08,RM_0001,CL_00824,50430.38
TGS_002674,2026-06-17,RM_0039,CL_00156,57248.94
TGS_000918,2026-05-04,RM_0045,CL_00120,50751.95
TGS_002624,2026-05-22,RM_0044,CL_00714,49896.64
TGS_001524,2026-04-28,RM_0004,CL_00418,44136.81
TGS_002005,2026-07-01,RM_0056,CL_00616,32402.84
TGS_000196,2026-06-28,RM_0057,CL_00440,21894.28
TGS_001907,03-06-2026,RM_0041,CL_00488,39412.83
TGS_001536,2026-06-24,RM_0028,CL_00165,73328.58
TGS_002757,2026-05-06,RM_0002,CL_00618,63245.78
TGS_002648,2026-05-07,RM_0039,CL_00529,47160.78
TGS_000646,2026-06-03,RM_0064,CL_00475,73436.53
TGS_001481,2026-05-09,RM_0001,CL_00721,16456.16
TGS_000778,2026-05-08,RM_0015,CL_00792,4380.19
TGS_002684,2026-04-05,RM_0027,CL_00665,67645.45
TGS_001066,2026-05-29,RM_0045,CL_00806,66107.45
TGS_001689,27-06-2026,RM_0043,CL_00422,36739.1
TGS_000565,2026-06-28,RM_0041,CL_00656,16063.69
TGS_000342,2026-04-17,RM_0049,CL_00883,59942.62
TGS_002878,2026-05-07,RM_0047,CL_00848,8649.41
TGS_000562,2026-06-03,RM_0043,CL_00306,27429.75
TGS_001492,2026-06-02,RM_0039,CL_00706,22099.31
TGS_000303,2026-07-01,RM_0006,CL_00506,11058.93
TGS_000359,2026-04-07,RM_0045,CL_00773,25197.78
TGS_002937,2026-04-09,RM_0062,CL_00815,9400.53
TGS_001378,2026-05-14,RM_0040,CL_00492,62390.76
TGS_001046,2026-05-17,RM_0058,CL_00597,53774.99
TGS_002831,2026-06-27,RM_0001,CL_00477,60075.36
TGS_001618,2026-06-08,RM_0022,CL_00669,45976.77
TGS_001079,2026-04-24,RM_0039,CL_00885,27237.99
TGS_000882,2026-06-18,RM_0054,CL_00559,35762.68
TGS_000893,2026-04-18,RM_0010,CL_00788,6502.82
TGS_002380,2026-07-03,RM_0006,CL_00646,36730.81
TGS_002223,2026-06-16,RM_0002,CL_00618,45790.4
TGS_001083,2026-06-13,RM_0001,CL_00746,45564.03
TGS_002084,2026-07-02,RM_0015,CL_00155,52385.98
TGS_001569,2026-05-23,RM_0057,CL_00248,11989.27
TGS_000564,2026-04-24,RM_0049,CL_00126,62461.02
TGS_002762,2026-05-06,RM_0004,CL_00088,6075.29
TGS_002370,2026-06-22,RM_0002,CL_00898,37935.15
TGS_001394,2026-05-02,RM_0060,CL_00700,25412.44
TGS_002041,2026-04-27,RM_0049,CL_00235,43568.73
TGS_000504,2026-04-05,RM_0033,CL_00259,34480.95
TGS_001156,2026-05-21,RM_0027,CL_00081,54327.89
TGS_002193,2026-04-13,RM_0001,CL_00791,70165.16
TGS_000220,2026-05-12,RM_0001,CL_00278,13216.9
TGS_000868,2026-05-15,RM_0041,CL_00481,68315.3
TGS_001168,2026-05-19,RM_0009,CL_00688,26569.78
TGS_000592,2026-06-17,RM_0027,CL_00294,48767.34
TGS_001241,2026-05-17,RM_0049,CL_00235,26250.3
TGS_002688,2026-06-08,RM_0043,CL_00579,39616.9
TGS_001161,2026-06-02,RM_0002,CL_00180,35584.54
TGS_002763,2026-05-12,RM_0033,CL_00259,15808.1
TGS_000890,2026-06-20,RM_0039,CL_00374,9941.29
TGS_002466,2026-06-04,RM_0022,CL_00580,49240.18
TGS_002378,02-05-2026,RM_0033,CL_00784,49564.9
TGS_000762,2026-06-21,RM_0015,CL_00193,69221.86
TGS_001322,2026-04-17,RM_0044,CL_00357,41373.55
TGS_002042,2026-06-17,RM_0009,CL_00664,31102.57
TGS_001582,2026-05-12,RM_0027,CL_00502,41658.87
TGS_002313,2026-05-18,RM_0022,CL_00519,54859.17
TGS_002486,2026-04-12,RM_0039,CL_00378,24958.65
TGS_003000,2026-05-04,RM_0021,CL_00048,73794.08
TGS_002101,2026-06-24,RM_0053,CL_00633,34213.63
TGS_002099,2026-06-09,RM_0016,CL_00474,16036.76
TGS_000827,2026-06-22,RM_0004,CL_00896,41033.18
TGS_001723,2026-06-26,RM_0054,CL_00816,14660.99
TGS_000541,2026-05-23,RM_0002,CL_00446,34087.93
TGS_001080,2026-07-03,RM_0049,CL_00817,44775.78
TGS_002274,2026-06-26,RM_0028,CL_00636,21618.66
TGS_001219,2026-05-26,RM_0002,CL_00346,37354.93
TGS_000006,2026-06-24,RM_0009,CL_00831,27455.41
TGS_001761,2026-06-15,RM_0041,CL_00488,49943.22
TGS_000255,2026-05-17,RM_0021,CL_00311,30340.41
TGS_002712,2026-04-05,RM_0058,CL_00756,33435.44
TGS_002507,2026-04-18,RM_0027,CL_00286,44072.54
TGS_001333,2026-06-06,RM_0006,CL_00774,23154.62
TGS_000883,2026-05-13,RM_0015,CL_00449,47590.47
TGS_001111,2026-05-28,RM_0058,CL_00466,51540.0
TGS_000566,2026-05-15,RM_0028,CL_00163,48155.04
TGS_000333,2026-06-17,RM_0027,CL_00097,44294.16
TGS_001225,2026-06-17,RM_0041,CL_00086,19972.78
TGS_002947,2026-05-22,RM_0015,CL_00121,62154.52
TGS_002758,2026-06-08,RM_0047,CL_00518,56888.1
TGS_001017,2026-04-15,RM_0047,CL_00769,8863.66
TGS_000900,2026-04-19,RM_0039,CL_00529,67486.54
TGS_001499,2026-06-14,RM_0010,CL_00788,48260.78
TGS_000777,2026-05-31,RM_0043,CL_00306,43538.69
TGS_001903,2026-04-19,RM_0002,CL_00389,17433.72
TGS_002472,2026-05-08,RM_0045,CL_00318,61677.78
TGS_000517,2026-06-06,RM_0028,CL_00533,27920.41
TGS_002508,2026-06-23,RM_0015,CL_00350,1106.86
TGS_001133,2026-06-18,RM_0049,CL_00409,17651.41
TGS_000478,2026-04-08,RM_0012,CL_00421,12811.44
TGS_002591,2026-05-20,RM_0033,CL_00462,52639.47
TGS_001118,2026-05-20,RM_0057,CL_00491,21014.98
TGS_001206,2026-04-25,RM_0041,CL_00507,56351.53
TGS_001609,2026-04-13,RM_0008,CL_00743,29758.96
TGS_001835,2026-06-06,RM_0010,CL_00625,35171.16
TGS_002275,2026-06-05,RM_0006,CL_00825,48695.92
TGS_002647,2026-06-11,RM_0049,CL_00610,24108.29
TGS_000773,2026-04-21,RM_0006,CL_00630,18325.82
TGS_000286,2026-04-15,RM_0057,CL_00369,35079.26
TGS_002478,2026-06-15,RM_0039,CL_00470,15767.39
TGS_001377,2026-04-12,RM_0052,CL_00385,63163.82
TGS_000862,2026-04-30,RM_0017,CL_00844,37389.51
TGS_002946,2026-04-13,RM_0049,CL_00513,48207.49
TGS_002214,2026-06-26,RM_0010,CL_00532,23992.74
TGS_000814,2026-05-03,RM_0012,CL_00238,63583.86
TGS_001839,2026-06-23,RM_0008,CL_00493,19646.81
TGS_002651,2026-05-21,RM_0054,CL_00257,27863.15
TGS_002369,2026-05-31,RM_0015,CL_00028,42200.92
TGS_001655,2026-06-28,RM_0053,CL_00284,39552.22
TGS_000372,2026-06-06,RM_0011,CL_00351,64337.03
TGS_002870,27-04-2026,RM_0027,CL_00134,53403.98
TGS_000573,28-05-2026,RM_0006,CL_00381,42976.95
TGS_002251,2026-05-01,RM_0043,CL_00804,50871.37
TGS_000171,18-06-2026,RM_0028,CL_00605,37330.84
TGS_001537,2026-05-06,RM_0059,CL_00491,39000.36
TGS_001208,2026-04-19,RM_0015,CL_00394,13319.34
TGS_001130,2026-05-17,RM_0012,CL_00532,55779.84
TGS_002328,2026-05-25,RM_0052,CL_00530,54789.37
TGS_002011,2026-06-27,RM_0056,CL_00236,2570.3
TGS_000618,2026-05-29,RM_0058,CL_00473,42828.64
TGS_000010,2026-05-23,RM_0054,CL_00298,57929.46
TGS_000380,18-06-2026,RM_0058,CL_00509,67146.9
TGS_001465,2026-05-11,RM_0017,CL_00705,46506.43
TGS_001629,2026-05-28,RM_0016,CL_00122,72289.45
TGS_000658,2026-04-21,RM_0049,CL_00681,45595.26
TGS_001454,2026-05-19,RM_0043,CL_00245,13842.26
TGS_000375,2026-06-26,RM_0044,CL_00900,64211.54
TGS_002548,2026-06-25,RM_0039,CL_00874,39837.56
TGS_001910,2026-05-28,RM_0017,CL_00604,47893.94
TGS_002767,2026-06-27,RM_0049,CL_00749,33356.06
TGS_001589,2026-06-21,RM_0002,CL_00055,36617.48
TGS_001365,2026-04-19,RM_0060,CL_00700,58861.15
TGS_002409,2026-05-05,RM_0054,CL_00916,19069.0
TGS_002680,2026-04-06,RM_0041,CL_00363,5250.65
TGS_002610,2026-04-14,RM_0002,CL_00457,5589.11
TGS_001053,2026-07-03,RM_0028,CL_00079,15899.19
TGS_001735,2026-05-01,RM_0043,CL_00233,71067.93
TGS_000211,2026-06-19,RM_0033,CL_00071,47556.98
TGS_001604,2026-07-03,RM_0004,CL_00377,6236.33
TGS_002939,2026-05-21,RM_0043,CL_00422,41832.26
TGS_001184,2026-06-13,RM_0037,CL_00364,32511.14
TGS_001779,2026-06-11,RM_0028,CL_00143,15969.53
TGS_000896,2026-05-01,RM_0041,CL_00786,60988.19
TGS_000049,2026-06-28,RM_0021,CL_00697,62724.91
TGS_002558,2026-06-15,RM_0058,CL_00575,49717.36
TGS_000445,2026-04-12,RM_0006,CL_00381,35787.51
TGS_000009,2026-04-12,RM_0015,CL_00437,6863.9
TGS_000707,2026-05-25,RM_0001,CL_00004,10798.34
TGS_001349,2026-07-02,RM_0040,CL_00334,69544.13
TGS_002350,2026-06-11,RM_0010,CL_00795,40673.5
TGS_002990,2026-05-18,RM_0043,CL_00233,6785.75
TGS_001319,2026-07-03,RM_0006,CL_00015,63769.15
TGS_001874,2026-04-30,RM_0049,CL_00166,29867.19
TGS_002476,2026-05-31,RM_0002,CL_00376,8733.35
TGS_001122,2026-04-14,RM_0060,CL_00500,9200.03
TGS_001237,2026-06-28,RM_0057,CL_00382,23997.78
TGS_000395,2026-06-18,RM_0011,CL_00762,31015.96
TGS_000120,2026-06-26,RM_0053,CL_00402,2225.28
TGS_000237,2026-04-13,RM_0004,CL_00075,54580.38
TGS_000601,2026-05-22,RM_0015,CL_00195,21589.1
TGS_001816,2026-06-20,RM_0049,CL_00508,39760.3
TGS_002081,2026-05-17,RM_0053,CL_00852,70663.79
TGS_000844,2026-05-28,RM_0015,CL_00763,52008.56
TGS_001361,2026-04-27,RM_0041,CL_00324,2948.97
TGS_001643,2026-06-07,RM_0037,CL_00867,67624.89
TGS_000174,2026-05-10,RM_0016,CL_00446,60301.05
TGS_001436,2026-06-15,RM_0012,CL_00742,2203.15
TGS_002023,2026-06-13,RM_0002,CL_00398,29383.28
TGS_002635,2026-04-14,RM_0017,CL_00419,70536.52
TGS_000617,2026-06-11,RM_0017,CL_00751,48286.4
TGS_000837,2026-06-26,RM_0053,CL_00158,26705.62
TGS_002044,2026-05-14,RM_0022,CL_00751,71945.72
TGS_000813,2026-06-05,RM_0002,CL_00256,14626.53
TGS_002646,2026-05-26,RM_0031,CL_00292,60606.81
TGS_000647,2026-05-23,RM_0028,CL_00712,49985.72
TGS_000436,2026-04-06,RM_0002,CL_00403,47468.9
TGS_000263,2026-05-01,RM_0041,CL_00337,47524.88
TGS_001450,2026-04-08,RM_0049,CL_00764,36402.98
TGS_000667,2026-06-16,RM_0002,CL_00180,45271.31
TGS_000593,2026-06-04,RM_0010,CL_00805,20752.42
TGS_002768,2026-04-18,RM_0015,CL_00013,7950.24
TGS_001256,2026-05-17,RM_0002,CL_00055,11716.32
TGS_001811,2026-06-24,RM_0022,CL_00014,66988.22
TGS_000583,2026-04-18,RM_0028,CL_00325,2206.64
TGS_000859,2026-06-23,RM_0053,CL_00626,42484.35
TGS_000440,2026-06-25,RM_0015,CL_00435,15142.9
TGS_000448,2026-04-09,RM_0043,CL_00781,22297.8
TGS_001769,2026-06-09,RM_0010,CL_00795,5945.96
TGS_001810,2026-06-13,RM_0001,CL_00783,74585.38
TGS_000532,2026-06-04,RM_0031,CL_00854,13911.87
TGS_000567,2026-04-29,RM_0058,CL_00021,43566.93
TGS_001400,2026-04-14,RM_0040,CL_00334,26111.25
TGS_002311,2026-06-08,RM_0043,CL_00794,1437.26
TGS_002229,2026-04-22,RM_0039,CL_00760,4933.1
TGS_002546,2026-04-12,RM_0028,CL_00275,43081.61
TGS_001214,2026-04-17,RM_0047,CL_00596,69347.45
TGS_001338,2026-05-06,RM_0004,CL_00628,2489.24
TGS_001513,2026-04-30,RM_0017,CL_00844,11970.69
TGS_000718,2026-05-24,RM_0049,CL_00279,34667.57
TGS_000996,2026-06-21,RM_0047,CL_00738,65499.56
TGS_001224,2026-04-27,RM_0053,CL_00753,8814.58
TGS_002217,2026-04-29,RM_0054,CL_00257,11068.52
TGS_001264,20-04-2026,RM_0004,CL_00377,36186.58
TGS_000717,2026-04-27,RM_0016,CL_00355,44950.02
TGS_001009,2026-05-11,RM_0044,CL_00900,22824.28
TGS_002309,2026-06-29,RM_0033,CL_00834,70121.23
TGS_000499,2026-06-12,RM_0041,CL_00373,56855.0
TGS_000021,2026-05-15,RM_0049,CL_00176,52780.09
TGS_002007,2026-06-19,RM_0043,CL_00037,7848.15
TGS_002713,2026-05-03,RM_0028,CL_00061,73156.64
TGS_002797,2026-06-25,RM_0022,CL_00649,53420.04
TGS_001408,2026-07-04,RM_0006,CL_00206,55136.05
TGS_000419,2026-05-14,RM_0015,CL_00437,69975.88
TGS_001625,2026-06-08,RM_0004,CL_00377,40524.98
TGS_001721,2026-05-23,RM_0052,CL_00870,31852.24
TGS_002529,2026-05-21,RM_0027,CL_00426,53002.53
TGS_001360,2026-06-17,RM_0047,CL_00137,71310.96
TGS_002936,2026-05-27,RM_0044,CL_00900,19727.52
TGS_000669,2026-06-20,RM_0028,CL_00524,58050.48
TGS_001389,26-04-2026,RM_0053,CL_00116,35441.8
TGS_002992,2026-05-10,RM_0016,CL_00122,39310.92
TGS_001614,2026-05-08,RM_0059,CL_00491,14949.15
TGS_001882,2026-06-28,RM_0028,CL_00264,36437.99
TGS_001141,2026-06-14,RM_0027,CL_00503,20913.78
TGS_001557,2026-05-03,RM_0021,CL_00341,11621.07
TGS_001497,30-04-2026,RM_0021,CL_00384,5630.08
TGS_002095,2026-05-02,RM_0049,CL_00894,43037.86
TGS_000089,2026-06-12,RM_0022,CL_00811,29306.23
TGS_000624,2026-06-03,RM_0047,CL_00017,1576.04
TGS_000930,2026-06-29,RM_0049,CL_00279,64084.51
TGS_001097,11-06-2026,RM_0015,CL_00621,55464.33
TGS_002062,2026-06-03,RM_0002,CL_00433,20204.41
TGS_002614,2026-06-24,RM_0006,CL_00404,27658.67
TGS_000820,2026-04-29,RM_0040,CL_00334,15680.68
TGS_000857,2026-05-14,RM_0039,CL_00874,23096.26
TGS_001023,06-04-2026,RM_0004,CL_00065,7769.12
TGS_002734,2026-05-05,RM_0031,CL_00428,12175.26
TGS_002954,2026-07-01,RM_0002,CL_00494,18335.67
TGS_002958,2026-05-21,RM_0010,CL_00625,31004.2
TGS_002337,2026-05-31,RM_0015,CL_00720,49549.84
TGS_001062,2026-06-05,RM_0021,CL_00048,19656.04
TGS_002242,2026-04-20,RM_0039,CL_00713,11496.92
TGS_000172,2026-06-08,RM_0045,CL_00312,50053.35
TGS_001676,09-04-2026,RM_0037,CL_00345,65999.67
TGS_001867,2026-05-08,RM_0052,CL_00467,64353.63
TGS_001992,2026-06-25,RM_0008,CL_00145,45498.7
TGS_002093,2026-07-01,RM_0047,CL_00215,49695.24
TGS_000983,2026-07-02,RM_0006,CL_00381,45976.86
TGS_000719,2026-06-12,RM_0053,CL_00888,61792.59
TGS_002098,2026-04-16,RM_0002,CL_00534,28598.5
TGS_002063,2026-04-11,RM_0033,CL_00612,71002.03
TGS_000057,2026-05-27,RM_0021,CL_00127,73233.13
TGS_001014,2026-05-23,RM_0045,CL_00587,8400.25
TGS_002180,2026-05-01,RM_0012,CL_00747,74125.26
TGS_002955,2026-06-26,RM_0028,CL_00133,28143.62
TGS_001069,2026-04-21,RM_0027,CL_00272,66195.07
TGS_000066,2026-05-12,RM_0006,CL_00506,23198.59
TGS_001165,2026-05-07,RM_0059,CL_00389,31990.9
TGS_002025,2026-06-25,RM_0037,CL_00257,22632.18
TGS_000439,2026-05-16,RM_0010,CL_00795,72010.49
TGS_000822,2026-07-01,RM_0045,CL_00570,40960.96
TGS_000979,2026-04-11,RM_0043,CL_00229,48468.47
TGS_002830,2026-06-19,RM_0006,CL_00356,25496.2
TGS_000765,2026-06-03,RM_0040,CL_00181,45126.57
TGS_002942,2026-04-13,RM_0027,CL_00448,40856.0
TGS_002237,2026-06-22,RM_0001,CL_00803,53963.04
TGS_001190,2026-04-21,RM_0028,CL_00549,10598.11
TGS_000692,2026-05-28,RM_0049,CL_00883,55386.91
TGS_000816,2026-04-18,RM_0057,CL_00093,1553.93
TGS_002745,2026-05-03,RM_0027,CL_00556,15525.0
TGS_001019,2026-06-26,RM_0006,CL_00340,49102.88
TGS_000833,2026-05-24,RM_0028,CL_00522,47958.12
TGS_002906,2026-05-21,RM_0010,CL_00119,40280.39
TGS_001466,2026-05-26,RM_0045,CL_00290,61403.11
TGS_001884,2026-05-08,RM_0039,CL_00568,23672.32
TGS_001226,2026-06-02,RM_0006,CL_00815,31691.73
TGS_002332,2026-05-01,RM_0001,CL_00278,58596.91
TGS_000348,2026-05-22,RM_0057,CL_00167,62009.31
TGS_000763,2026-06-24,RM_0043,CL_00160,47043.72
TGS_002423,2026-05-16,RM_0033,CL_00174,69953.07
TGS_000693,2026-05-05,RM_0056,CL_00768,42369.61
TGS_000664,2026-05-11,RM_0027,CL_00362,15908.43
TGS_002406,2026-04-15,RM_0056,CL_00891,37431.86
TGS_002402,2026-05-09,RM_0001,CL_00762,31662.89
TGS_000040,2026-06-17,RM_0008,CL_00023,54515.26
TGS_000447,2026-04-12,RM_0028,CL_00889,6719.29
TGS_001630,2026-06-03,RM_0053,CL_00663,36240.63
TGS_001273,2026-06-15,RM_0049,CL_00211,34186.75
TGS_002155,2026-05-12,RM_0039,CL_00760,24200.3
TGS_000081,2026-06-23,RM_0027,CL_00863,63915.23
TGS_001376,2026-06-29,RM_0053,CL_00148,42442.95
TGS_002387,2026-06-19,RM_0039,CL_00374,61819.29
TGS_001836,2026-06-25,RM_0001,CL_00650,31949.23
TGS_002278,2026-04-14,RM_0009,CL_00269,22215.42
TGS_000252,2026-05-17,RM_0028,CL_00243,36854.81
TGS_000269,2026-06-21,RM_0044,CL_00677,42510.94
TGS_000967,2026-05-04,RM_0028,CL_00765,7986.5
TGS_001745,2026-05-23,RM_0015,CL_00449,27980.46
TGS_001008,2026-05-23,RM_0054,CL_00338,22834.11
TGS_000266,2026-05-22,RM_0047,CL_00137,44035.8
TGS_000796,2026-05-01,RM_0045,CL_00577,69730.9
TGS_002847,2026-04-16,RM_0002,CL_00221,46454.21
TGS_001148,2026-04-21,RM_0031,CL_00292,74588.61
TGS_002407,19-06-2026,RM_0039,CL_00598,68387.59
TGS_000001,2026-05-14,RM_0008,CL_00019,65572.44
TGS_001725,2026-06-30,RM_0001,CL_00283,3209.98
TGS_002490,2026-06-01,RM_0027,CL_00371,13306.37
TGS_002580,2026-05-10,RM_0006,CL_00774,41392.81
TGS_002255,2026-06-05,RM_0033,CL_00424,3783.87
TGS_002685,2026-05-26,RM_0016,CL_00568,11150.79
TGS_002693,2026-05-28,RM_0056,CL_00718,16354.08
TGS_001334,2026-06-09,RM_0043,CL_00197,24549.93
TGS_000753,2026-04-13,RM_0001,CL_00463,11972.67
TGS_000082,2026-06-24,RM_0033,CL_00066,71774.03
TGS_001154,2026-06-30,RM_0043,CL_00233,43618.05
TGS_002176,2026-04-29,RM_0004,CL_00560,50757.96
TGS_000527,2026-04-13,RM_0044,CL_00357,30736.06
TGS_001102,2026-04-18,RM_0044,CL_00714,62320.53
TGS_001674,2026-04-29,RM_0039,CL_00173,14175.19
TGS_000245,2026-04-27,RM_0053,CL_00626,57026.33
