rm_id,Region,Client_ID,Client_Segment,Transaction_id,Transaction_date,Delivery_Equity_Revenue_HouseCall,Delivery_Equity_Revenue_NonHouseCall,Cash_Intraday_Revenue_HouseCall,Cash_Intraday_Revenue_NonHouseCall,FnO_Revenue_NonHouseCall,FnO_Revenue_HouseCall,Commodity_Revenue_HouseCall,Commodity_Revenue_NonHouseCall,offline_revenue,online_revenue,net_revenue
RM_0053,North,CL_00888,Retail,TXN_0003372,2026-05-01,0.0,0.0,0.0,21108.93,0.0,5718.18,0.0,15877.89,5718.18,36986.82,42705.0
RM_0045,East,CL_00318,HNI,TXN_0012234,2026-05-30,0.0,0.0,0.0,18487.55,0.0,18090.72,1549.58,0.0,19640.3,18487.55,38127.85
RM_0028,South,CL_00862,Ultra HNI,TXN_0000173,2026-04-30,0.0,0.0,0.0,0.0,0.0,0.0,12327.66,0.0,12327.66,0.0,12327.66
RM_0001,East,CL_00477,Ultra HNI,TXN_0010333,2026-06-02,0.0,0.0,0.0,19135.31,0.0,3717.03,5898.3,0.0,9615.33,19135.31,28750.64
RM_0043,Central,CL_00528,HNI,TXN_0009393,2026-04-27,0.0,0.0,0.0,0.0,0.0,791.06,0.0,0.0,791.06,0.0,1125.99
RM_0027,North,CL_00362,Retail,TXN_0003467,2026-05-09,0.0,14611.19,0.0,0.0,12954.41,13568.88,3091.0,0.0,16659.88,27565.6,44225.48
RM_0043,Central,CL_00400,HNI,TXN_0012472,2026-04-11,0.0,0.0,0.0,0.0,0.0,12974.04,7197.25,14458.38,20171.29,14458.38,34629.67
RM_0039,East,CL_00786,Retail,TXN_0008048,2026-06-12,0.0,0.0,0.0,0.0,0.0,0.0,17341.43,0.0,17341.43,0.0,17341.43
RM_0006,East,CL_00506,HNI,TXN_0001199,2026-06-07,12323.45,0.0,0.0,0.0,0.0,0.0,0.0,9207.22,12323.45,9207.22,21530.67
RM_0015,West,CL_00735,Ultra HNI,TXN_0012223,2026-06-11,19261.7,17257.08,0.0,1797.22,0.0,0.0,0.0,0.0,19261.7,19054.3,38316.0
RM_0043,Central,CL_00528,HNI,TXN_0012175,2026-05-22,0.0,6817.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6817.56,6817.56
RM_0017,East,CL_00840,Retail,TXN_0004843,2026-05-12,0.0,0.0,3192.72,14817.48,0.0,0.0,16082.35,17809.08,19275.07,32626.56,51901.63
RM_0033,West,CL_00002,Ultra HNI,TXN_0008876,2026-04-05,0.0,5973.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5973.9,5973.9
RM_0047,Central,CL_00538,HNI,TXN_0010435,2026-05-31,8820.73,7570.35,0.0,0.0,0.0,0.0,0.0,0.0,8820.73,7570.35,16391.08
RM_0033,West,CL_00002,Ultra HNI,TXN_0009471,2026-05-19,0.0,0.0,0.0,2053.23,0.0,0.0,0.0,0.0,0.0,2053.23,2053.23
RM_0057,West,CL_00440,Retail,TXN_0014538,2026-05-01,0.0,0.0,0.0,0.0,0.0,0.0,18652.04,0.0,18652.04,0.0,18652.04
RM_0057,West,CL_00369,Retail,TXN_0012551,2026-05-13,0.0,0.0,0.0,0.0,5476.07,0.0,9457.64,0.0,9457.64,5476.07,14933.71
RM_0058,West,CL_00021,HNI,TXN_0014610,2026-06-10,0.0,0.0,0.0,0.0,11373.45,0.0,0.0,0.0,0.0,11373.45,11373.45
RM_0043,Central,CL_00525,Retail,TXN_0003644,2026-04-05,8194.37,0.0,0.0,0.0,0.0,0.0,18700.55,0.0,26894.92,0.0,26894.92
RM_0044,South,CL_00677,Ultra HNI,TXN_0014648,2026-04-25,0.0,0.0,19344.55,0.0,0.0,0.0,0.0,0.0,19344.55,0.0,19344.55
RM_0016,East,CL_00355,Retail,TXN_0010335,2026-06-18,13333.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13333.28,0.0,13333.28
RM_0031,North,CL_00654,HNI,TXN_0004040,2026-04-05,0.0,0.0,0.0,0.0,0.0,0.0,1620.81,0.0,1620.81,0.0,1620.81
RM_0006,East,CL_00796,Retail,TXN_0002279,2026-04-06,10037.01,4516.0,17178.98,5306.93,0.0,0.0,0.0,0.0,27215.99,9822.93,37038.92
RM_0002,North,CL_00618,Retail,TXN_0001445,2026-04-16,0.0,0.0,0.0,0.0,0.0,0.0,20476.7,9138.55,20476.7,9138.55,29615.25
RM_0052,West,CL_00731,HNI,TXN_0001691,2026-06-07,0.0,11700.75,0.0,8906.19,0.0,0.0,0.0,13730.61,0.0,34337.55,34337.55
RM_0015,West,CL_00720,Retail,TXN_0002398,2026-05-25,0.0,0.0,7516.88,14545.45,11543.82,0.0,0.0,0.0,7516.88,26089.27,33606.15
RM_0002,North,CL_00213,Ultra HNI,TXN_0014975,2026-06-07,0.0,0.0,0.0,13139.44,0.0,0.0,0.0,0.0,0.0,13139.44,13139.44
RM_0022,North,CL_00580,HNI,TXN_0007199,2026-04-20,0.0,0.0,9767.44,0.0,0.0,0.0,10268.0,0.0,20035.44,0.0,20035.44
RM_0059,Central,CL_00135,Retail,TXN_0002334,2026-05-05,0.0,19716.11,0.0,0.0,0.0,0.0,8553.13,0.0,8553.13,19716.11,28269.24
RM_0001,East,CL_00791,Retail,TXN_0001080,2026-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4557.11,0.0,4557.11,4557.11
RM_0012,East,CL_00225,Retail,TXN_0008657,2026-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3330.23,0.0,3330.23,3330.23
RM_0002,North,CL_00177,Retail,TXN_0003088,2026-04-14,0.0,20585.98,0.0,3495.95,0.0,16494.63,14770.98,0.0,31265.61,24081.93,55347.54
RM_0037,South,CL_00867,HNI,TXN_0005999,2026-04-24,0.0,0.0,5972.71,0.0,12954.46,0.0,0.0,0.0,5972.71,12954.46,18927.17
RM_0012,East,CL_00742,Retail,TXN_0008500,2026-04-28,0.0,7693.72,0.0,1347.45,0.0,0.0,0.0,0.0,0.0,9041.17,9041.17
RM_0035,North,CL_00663,Retail,TXN_0003436,2026-06-04,0.0,2543.89,0.0,8291.0,0.0,20491.11,0.0,0.0,20491.11,10834.89,31326.0
RM_0052,West,CL_00564,Retail,TXN_0005915,2026-06-14,0.0,0.0,2847.68,0.0,9809.58,19740.59,15289.37,0.0,37877.64,9809.58,47687.22
RM_0040,Central,CL_00277,HNI,TXN_0003747,2026-04-05,0.0,0.0,0.0,5532.92,14420.2,0.0,0.0,0.0,0.0,19953.12,19953.12
RM_0043,Central,CL_00033,Retail,TXN_0011487,2026-04-26,0.0,0.0,2535.76,0.0,0.0,0.0,0.0,21775.82,2535.76,21775.82,24311.58
RM_0022,North,CL_00669,HNI,TXN_0005589,2026-05-08,17543.09,0.0,0.0,0.0,19203.42,0.0,5623.45,548.71,23166.54,19752.13,42918.67
RM_0016,East,CL_00446,HNI,TXN_0007641,2026-04-10,2324.75,0.0,0.0,0.0,0.0,14000.35,0.0,0.0,16325.1,0.0,16325.1
RM_0002,North,CL_00433,Retail,TXN_0001033,2026-06-04,0.0,1091.04,15340.58,0.0,0.0,0.0,2774.35,0.0,18114.93,1091.04,19205.97
RM_0059,Central,CL_00281,Retail,TXN_0009577,2026-06-07,0.0,4214.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214.46,4214.46
RM_0040,Central,CL_00036,HNI,TXN_0006084,2026-05-07,2380.56,0.0,6794.56,2367.25,0.0,0.0,0.0,0.0,9175.12,2367.25,11542.37
RM_0001,East,CL_00330,Retail,TXN_0009432,2026-05-10,0.0,0.0,19268.32,0.0,0.0,0.0,8277.78,0.0,27546.1,0.0,27546.1
RM_0010,Central,CL_00795,Retail,TXN_0003131,2026-05-07,0.0,0.0,18425.17,0.0,0.0,0.0,0.0,0.0,18425.17,0.0,18425.17
RM_0002,North,CL_00398,Retail,TXN_0000306,2026-05-28,0.0,0.0,0.0,0.0,0.0,7702.19,0.0,0.0,7702.19,0.0,7702.19
RM_0015,West,CL_00155,HNI,TXN_0002262,2026-06-19,13023.75,0.0,0.0,0.0,0.0,6052.47,21038.59,0.0,40114.81,0.0,40114.81
RM_0057,West,CL_00853,HNI,TXN_0011866,2026-05-18,6721.18,0.0,0.0,0.0,0.0,0.0,4583.51,9026.98,11304.69,9026.98,20331.67
RM_0045,East,CL_00687,Retail,TXN_0008172,2026-05-22,8419.58,0.0,0.0,0.0,0.0,9371.27,17441.95,18516.01,35232.8,18516.01,53748.81
RM_0004,South,CL_00555,Retail,TXN_0010309,2026-05-21,0.0,1089.22,0.0,17518.48,0.0,0.0,0.0,16175.08,0.0,34782.78,34782.78
RM_0022,North,CL_00026,HNI,TXN_0002906,2026-06-08,0.0,0.0,14125.82,16869.19,0.0,8605.65,0.0,12637.55,22731.47,29506.74,52238.21
RM_0049,East,CL_00609,Retail,TXN_0010993,2026-05-21,0.0,19268.16,13565.05,0.0,0.0,10459.87,0.0,0.0,24024.92,19268.16,43293.08
RM_0017,East,CL_00301,Corporate,TXN_0005792,2026-05-02,13743.57,0.0,11757.28,0.0,0.0,0.0,0.0,0.0,25500.85,0.0,25500.85
RM_0058,West,CL_00586,Retail,TXN_0002011,2026-05-14,9625.03,0.0,12551.57,7293.2,0.0,14900.16,0.0,0.0,37076.76,7293.2,44369.96
RM_0037,South,CL_00785,Retail,TXN_0003001,2026-05-21,0.0,8908.47,0.0,2710.35,0.0,0.0,0.0,0.0,0.0,11618.82,11618.82
RM_0012,East,CL_00713,Retail,TXN_0003052,2026-05-15,0.0,0.0,1824.16,10454.98,0.0,0.0,0.0,0.0,1824.16,10454.98,12279.14
RM_0035,North,CL_00663,Retail,TXN_0000499,2026-06-07,10087.54,0.0,0.0,0.0,0.0,21509.1,0.0,15001.77,31596.64,15001.77,46598.41
RM_0043,Central,CL_00579,Retail,TXN_0010681,2026-04-30,0.0,0.0,0.0,16462.22,14039.21,3119.23,0.0,0.0,3119.23,30501.43,33620.66
RM_0043,Central,CL_00567,Retail,TXN_0005321,2026-04-28,0.0,6834.02,13993.51,0.0,0.0,0.0,8039.88,0.0,22033.39,6834.02,28867.41
RM_0054,West,CL_00338,HNI,TXN_0010061,2026-04-25,19762.46,0.0,0.0,0.0,0.0,0.0,4063.26,0.0,23825.72,0.0,23825.72
RM_0006,East,CL_00506,HNI,TXN_0003983,2026-05-05,16996.59,15115.64,0.0,0.0,0.0,10959.41,0.0,19674.17,27956.0,34789.81,62947.94
RM_0053,North,CL_00279,Retail,TXN_0004071,2026-05-07,0.0,0.0,0.0,0.0,0.0,7750.64,0.0,0.0,7750.64,0.0,7750.64
RM_0010,Central,CL_00795,Retail,TXN_0007346,2026-05-18,0.0,7070.41,4393.81,0.0,0.0,0.0,0.0,0.0,4393.81,7070.41,11464.22
RM_0010,Central,CL_00788,Retail,TXN_0007931,2026-06-05,0.0,8959.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8959.01,8959.01
RM_0017,East,CL_00759,HNI,TXN_0003655,2026-05-22,0.0,3193.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3193.37,3193.37
RM_0028,South,CL_00243,HNI,TXN_0002021,2026-06-09,0.0,0.0,0.0,0.0,0.0,3838.82,0.0,0.0,3838.82,0.0,3838.82
RM_0006,East,CL_00796,Retail,TXN_0012042,2026-04-21,0.0,3207.46,0.0,0.0,0.0,20070.43,0.0,15756.1,20070.43,18963.56,39033.99
RM_0043,Central,CL_00422,Retail,TXN_0011673,2026-05-26,0.0,0.0,9529.73,11398.04,2432.31,0.0,0.0,0.0,9529.73,13830.35,23360.08
RM_0027,North,CL_00710,Retail,TXN_0004600,2026-05-30,0.0,0.0,0.0,7163.81,0.0,0.0,0.0,0.0,0.0,7163.81,7163.81
RM_0002,North,CL_00494,Retail,TXN_0009330,2026-06-08,0.0,0.0,0.0,1959.92,21397.97,11452.55,0.0,12460.4,11452.55,35818.29,47501.21
RM_0057,West,CL_00054,HNI,TXN_0004066,2026-05-09,0.0,3001.74,1429.96,0.0,0.0,1556.43,0.0,0.0,2986.39,3001.74,5988.13
RM_0053,North,CL_00497,Retail,TXN_0007409,2026-04-15,8387.3,0.0,0.0,0.0,0.0,0.0,14964.57,10498.26,23351.87,10498.26,33850.13
RM_0010,Central,CL_00666,Retail,TXN_0005096,2026-06-09,0.0,0.0,9610.12,0.0,2710.71,12075.64,0.0,0.0,21685.76,2710.71,24396.47
RM_0049,East,CL_00764,Retail,TXN_0000438,2026-05-21,0.0,6524.38,19101.1,0.0,0.0,0.0,0.0,14218.29,19101.1,20742.67,39843.77
RM_0040,Central,CL_00277,HNI,TXN_0009974,2026-05-12,0.0,661.95,0.0,0.0,13247.35,0.0,0.0,4478.68,0.0,18387.98,18472.94
RM_0039,East,CL_00470,Retail,TXN_0011340,2026-06-19,0.0,0.0,0.0,0.0,6416.12,4523.57,0.0,0.0,4523.57,6416.12,10939.69
RM_0037,South,CL_00368,Retail,TXN_0004450,2026-04-06,0.0,0.0,6874.45,0.0,18513.86,0.0,1807.49,0.0,8681.94,18513.86,27195.8
RM_0044,South,CL_00770,HNI,TXN_0006213,2026-05-06,0.0,0.0,21853.86,2342.54,0.0,4338.89,0.0,14018.94,26192.75,16361.48,42554.23
RM_0041,North,CL_00150,Retail,TXN_0012157,2026-04-23,0.0,17464.03,0.0,0.0,19015.22,0.0,0.0,0.0,0.0,36479.25,36479.25
RM_0043,Central,CL_00172,HNI,TXN_0009242,2026-05-15,0.0,0.0,11344.68,0.0,0.0,0.0,0.0,10255.64,11344.68,10255.64,21600.32
RM_0002,North,CL_00183,HNI,TXN_0003265,2026-06-02,0.0,0.0,0.0,21290.97,0.0,3459.39,0.0,0.0,3459.39,21290.97,24750.36
RM_0056,North,CL_00724,HNI,TXN_0007527,2026-06-16,7385.94,0.0,0.0,14302.1,0.0,0.0,0.0,0.0,7385.94,14302.1,21688.04
RM_0028,South,CL_00143,Retail,TXN_0012559,2026-05-10,0.0,0.0,0.0,979.81,0.0,0.0,7782.49,0.0,7782.49,979.81,8762.3
RM_0001,East,CL_00004,Retail,TXN_0001350,2026-05-21,0.0,0.0,0.0,20879.72,12565.33,0.0,0.0,0.0,0.0,33445.05,33445.05
RM_0037,South,CL_00678,Corporate,TXN_0012628,2026-06-03,0.0,17810.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17810.09,17810.09
RM_0047,Central,CL_00017,Retail,TXN_0009813,2026-05-29,0.0,0.0,0.0,18232.1,11981.3,0.0,18425.44,0.0,18425.44,30213.4,48638.84
RM_0031,North,CL_00170,Ultra HNI,TXN_0000916,2026-05-28,12695.63,0.0,0.0,20109.04,0.0,0.0,0.0,0.0,12695.63,20109.04,32890.92
RM_0002,North,CL_00398,Retail,TXN_0014514,2026-05-26,21684.46,0.0,0.0,0.0,21633.49,0.0,0.0,12077.49,21684.46,33710.98,55395.44
RM_0049,East,CL_00592,Retail,TXN_0008022,2026-06-01,0.0,3072.42,0.0,0.0,0.0,0.0,5673.88,17975.67,5673.88,21048.09,26721.97
RM_0039,East,CL_00461,HNI,TXN_0006547,2026-06-01,0.0,0.0,0.0,8147.29,0.0,2169.25,0.0,0.0,2169.25,8147.29,10316.54
RM_0028,South,CL_00035,Retail,TXN_0005409,2026-05-16,17185.27,0.0,13300.03,0.0,0.0,15220.65,10181.92,0.0,55887.87,0.0,55887.87
RM_0060,Central,CL_00700,Retail,TXN_0003322,2026-04-21,8953.71,0.0,17285.93,0.0,3503.27,0.0,0.0,5969.84,26239.64,9473.11,35712.75
RM_0031,North,CL_00289,HNI,TXN_0002265,2026-04-17,0.0,0.0,0.0,0.0,0.0,0.0,8446.22,0.0,8446.22,0.0,8446.22
RM_0057,West,CL_00672,HNI,TXN_0008886,2026-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17653.7,0.0,17653.7,17653.7
RM_0054,West,CL_00816,Retail,TXN_0007156,2026-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19693.01,0.0,19693.01,19693.01
RM_0047,Central,CL_00068,Retail,TXN_0000801,2026-06-06,0.0,0.0,0.0,0.0,0.0,0.0,18643.7,0.0,18643.7,0.0,18643.7
RM_0028,South,CL_00522,Retail,TXN_0003959,2026-05-11,0.0,0.0,0.0,0.0,0.0,0.0,4217.06,0.0,4217.06,0.0,4217.06
RM_0040,Central,CL_00277,HNI,TXN_0006137,2026-05-29,0.0,0.0,2913.82,0.0,0.0,0.0,0.0,0.0,2913.82,0.0,2913.82
RM_0015,West,CL_00356,Retail,TXN_0009918,2026-06-16,0.0,0.0,9740.35,18834.79,0.0,0.0,2624.59,0.0,12364.94,18834.79,31199.73
RM_0006,East,CL_00553,Retail,TXN_0000694,2026-05-18,6596.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6596.67,0.0,6596.67
RM_0008,South,CL_00722,Retail,TXN_0004519,2026-04-25,17441.14,0.0,0.0,0.0,11679.72,0.0,0.0,0.0,17441.14,11679.72,29120.86
RM_0027,North,CL_00081,Retail,TXN_0004708,2026-06-04,0.0,0.0,13139.43,0.0,0.0,0.0,2026.11,2986.02,15165.54,2986.02,18151.56
RM_0016,East,CL_00122,Retail,TXN_0003984,2026-04-12,4666.18,0.0,9182.31,0.0,0.0,8815.2,0.0,0.0,22663.69,0.0,22663.69
RM_0021,North,CL_00048,Retail,TXN_0010991,2026-04-07,0.0,0.0,0.0,0.0,9433.82,15422.7,0.0,0.0,15422.7,9433.82,24856.52
RM_0010,Central,CL_00625,Retail,TXN_0002429,2026-05-09,19676.7,0.0,11476.23,0.0,0.0,13645.4,0.0,11525.19,44798.33,11525.19,56323.52
RM_0017,East,CL_00317,Retail,TXN_0012358,2026-04-09,0.0,10696.66,0.0,0.0,0.0,13623.97,3875.68,18999.53,17499.65,29696.19,47195.84
RM_0033,West,CL_00784,HNI,TXN_0009469,2026-04-12,0.0,3360.07,0.0,0.0,0.0,0.0,0.0,1454.0,0.0,4814.07,4814.07
RM_0043,Central,CL_00197,Ultra HNI,TXN_0007303,2026-06-12,0.0,9276.4,0.0,0.0,12694.2,0.0,0.0,20519.05,0.0,42489.65,42489.65
RM_0057,West,CL_00752,Retail,TXN_0004619,2026-04-23,15513.04,0.0,6022.52,0.0,0.0,0.0,0.0,0.0,21535.56,0.0,21535.56
RM_0040,Central,CL_00715,Ultra HNI,TXN_0006783,2026-05-09,0.0,0.0,0.0,0.0,6672.52,0.0,9051.37,5673.2,9051.37,12345.72,21397.09
RM_0057,West,CL_00329,HNI,TXN_0003074,2026-04-13,0.0,18901.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18901.81,18901.81
RM_0059,Central,CL_00021,HNI,TXN_0010563,2026-05-09,12489.29,0.0,0.0,4943.78,17704.21,13276.23,0.0,0.0,25765.52,22647.99,48413.51
RM_0041,North,CL_00481,Retail,TXN_0004937,2026-06-13,0.0,0.0,15133.38,2733.14,1956.36,0.0,0.0,0.0,15133.38,4689.5,19822.88
RM_0006,East,CL_00671,Retail,TXN_0006694,2026-06-09,0.0,0.0,0.0,0.0,0.0,0.0,9657.32,0.0,9657.32,0.0,9657.32
RM_0053,North,CL_00557,HNI,TXN_0001788,2026-06-18,0.0,0.0,0.0,0.0,0.0,4481.77,0.0,0.0,4481.77,0.0,4481.77
RM_0052,West,CL_00870,HNI,TXN_0013565,2026-05-28,0.0,18383.55,3021.11,0.0,0.0,0.0,0.0,0.0,3021.11,18383.55,21404.66
RM_0033,West,CL_00612,HNI,TXN_0000030,2026-05-18,0.0,0.0,0.0,0.0,2305.36,10566.71,14415.35,0.0,24982.06,2305.36,27287.42
RM_0022,North,CL_00276,Retail,TXN_0012198,2026-05-06,0.0,0.0,0.0,17319.69,0.0,0.0,0.0,16117.74,0.0,33437.43,33437.43
RM_0040,Central,CL_00465,Retail,TXN_0014181,2026-05-21,0.0,16912.27,0.0,0.0,0.0,0.0,20936.75,0.0,20936.75,16912.27,37849.02
RM_0002,North,CL_00457,Retail,TXN_0001894,2026-04-30,0.0,21148.22,0.0,7732.38,0.0,0.0,0.0,5674.18,0.0,34554.78,34554.78
RM_0028,South,CL_00533,Retail,TXN_0000805,2026-06-05,0.0,0.0,0.0,0.0,8378.49,20199.33,0.0,2762.57,20199.33,11141.06,31340.39
RM_0001,East,CL_00721,HNI,TXN_0002714,2026-06-14,19511.02,0.0,18586.5,0.0,0.0,20149.57,17083.59,0.0,75330.68,0.0,75330.68
RM_0028,South,CL_00889,HNI,TXN_0002002,2026-04-07,9496.43,0.0,0.0,0.0,20947.28,0.0,0.0,0.0,9496.43,20947.28,30443.71
RM_0054,West,CL_00139,Retail,TXN_0006013,2026-06-06,0.0,0.0,8870.48,0.0,0.0,0.0,0.0,16905.16,8870.48,16905.16,25775.64
RM_0027,North,CL_00134,Ultra HNI,TXN_0011571,2026-05-02,0.0,4210.59,14017.6,0.0,0.0,0.0,9395.4,17687.21,23413.0,21897.8,45310.8
RM_0056,North,CL_00194,Retail,TXN_0002649,2026-04-29,4018.14,13078.42,0.0,0.0,14512.06,0.0,0.0,0.0,4018.14,27590.48,31608.62
RM_0004,South,CL_00168,Corporate,TXN_0007493,2026-05-25,0.0,0.0,0.0,0.0,1172.72,0.0,0.0,10236.56,0.0,11409.28,11409.28
RM_0001,East,CL_00330,Retail,TXN_0006412,2026-06-12,0.0,0.0,0.0,16524.26,5635.39,0.0,0.0,0.0,0.0,22159.65,22159.65
RM_0060,Central,CL_00344,Retail,TXN_0012155,2026-05-16,20392.65,1096.91,0.0,0.0,2394.73,0.0,0.0,0.0,20392.65,3491.64,23884.29
RM_0008,South,CL_00323,Retail,TXN_0007669,2026-05-29,0.0,0.0,0.0,0.0,0.0,6989.65,0.0,0.0,6989.65,0.0,6989.65
RM_0037,South,CL_00563,Retail,TXN_0000990,2026-04-18,0.0,5124.91,0.0,0.0,0.0,0.0,0.0,15282.16,0.0,20407.07,20407.07
RM_0001,East,CL_00855,Retail,TXN_0005562,2026-05-16,7924.49,0.0,0.0,0.0,0.0,0.0,20412.76,14824.54,28337.25,14824.54,43161.79
RM_0001,East,CL_00750,HNI,TXN_0003288,2026-05-16,0.0,0.0,0.0,15908.93,0.0,0.0,0.0,10107.37,0.0,26016.3,26016.3
RM_0039,East,CL_00498,Ultra HNI,TXN_0003316,2026-06-02,0.0,0.0,7104.19,0.0,0.0,0.0,0.0,0.0,7104.19,0.0,7104.19
RM_0058,West,CL_00574,Retail,TXN_0012425,2026-04-09,12042.41,5322.43,0.0,0.0,14895.44,0.0,4056.52,0.0,16098.93,20217.87,36316.8
RM_0049,East,CL_00749,Retail,TXN_0012783,2026-04-28,0.0,0.0,8499.39,0.0,0.0,0.0,0.0,2581.25,8499.39,2581.25,11080.64
RM_0043,Central,CL_00197,Ultra HNI,TXN_0007986,2026-04-10,0.0,2726.81,0.0,14144.33,0.0,0.0,2795.8,0.0,2795.8,16871.14,19666.94
RM_0049,East,CL_00764,Retail,TXN_0012637,2026-06-06,0.0,0.0,925.91,20706.1,0.0,19449.41,0.0,0.0,20375.32,20706.1,41081.42
RM_0047,Central,CL_00518,Ultra HNI,TXN_0003686,2026-06-01,0.0,0.0,0.0,0.0,0.0,16337.97,10629.74,0.0,26967.71,0.0,26967.71
RM_0058,West,CL_00828,Retail,TXN_0011760,2026-04-23,20825.75,0.0,0.0,0.0,9855.84,0.0,8209.26,0.0,29035.01,9855.84,38890.85
RM_0022,North,CL_00401,HNI,TXN_0000254,2026-06-14,0.0,8450.28,0.0,0.0,0.0,9988.82,0.0,0.0,9988.82,8450.28,18439.1
RM_0006,East,CL_00506,HNI,TXN_0011378,2026-04-05,11588.58,0.0,0.0,0.0,5424.4,0.0,11249.05,0.0,22837.63,5424.4,28262.03
RM_0006,East,CL_00520,HNI,TXN_0013962,2026-05-28,0.0,0.0,0.0,0.0,17990.65,0.0,20224.84,0.0,20224.84,17990.65,38215.49
RM_0001,East,CL_00051,Retail,TXN_0014223,2026-06-13,5775.33,17512.69,0.0,1051.13,0.0,0.0,0.0,0.0,5775.33,18563.82,24339.15
RM_0027,,CL_00710,Retail,TXN_0012646,2026-05-25,0.0,0.0,20239.8,0.0,0.0,0.0,0.0,0.0,20239.8,0.0,20239.8
RM_0022,North,CL_00276,Retail,TXN_0001716,2026-06-02,17457.37,0.0,0.0,9558.5,0.0,0.0,0.0,0.0,17457.37,9558.5,27015.87
RM_0009,West,CL_00339,HNI,TXN_0009755,2026-06-14,0.0,9197.63,0.0,13807.39,0.0,7016.14,0.0,0.0,7016.14,23005.02,30021.16
RM_0028,South,CL_00243,HNI,TXN_0000356,2026-04-27,0.0,0.0,0.0,0.0,0.0,12941.97,0.0,0.0,12941.97,0.0,12941.97
RM_0052,West,CL_00845,HNI,TXN_0004070,2026-06-18,13740.19,8136.37,19001.54,0.0,0.0,0.0,0.0,0.0,32741.73,8136.37,40878.1
RM_0035,North,CL_00929,Retail,TXN_0006743,2026-06-05,0.0,0.0,0.0,4735.07,0.0,0.0,15494.6,0.0,15494.6,4735.07,20229.67
RM_0006,East,CL_00825,Retail,TXN_0014881,2026-04-16,0.0,0.0,0.0,0.0,0.0,0.0,13695.29,0.0,13695.29,0.0,13695.29
RM_0015,West,CL_00877,Ultra HNI,TXN_0000362,2026-06-11,0.0,0.0,0.0,0.0,0.0,17454.24,0.0,0.0,17454.24,0.0,17454.24
RM_0057,West,CL_00167,HNI,TXN_0007340,2026-04-16,0.0,0.0,0.0,0.0,5115.93,0.0,0.0,0.0,0.0,5115.93,5115.93
RM_0006,East,CL_00830,Ultra HNI,TXN_0010708,2026-06-11,0.0,12415.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12415.65,12415.65
RM_0002,North,CL_00200,Retail,TXN_0011440,2026-04-19,0.0,0.0,0.0,8244.49,11864.81,12703.04,20255.47,0.0,32958.51,20109.3,53067.81
RM_0001,East,CL_00390,Retail,TXN_0002913,2026-04-13,0.0,21532.81,0.0,14141.3,0.0,0.0,0.0,7006.52,0.0,42680.63,42680.63
RM_0045,East,CL_00318,HNI,TXN_0004765,2026-05-20,18174.61,0.0,4528.99,0.0,0.0,0.0,0.0,0.0,22703.6,0.0,22703.6
RM_0057,West,CL_00329,HNI,TXN_0012164,2026-04-08,0.0,0.0,0.0,0.0,12448.71,2969.54,2285.48,0.0,5255.02,12448.71,17703.73
RM_0015,West,CL_00356,Retail,TXN_0007930,2026-05-27,0.0,0.0,0.0,0.0,0.0,7953.86,12168.46,0.0,20122.32,0.0,20122.32
RM_0040,Central,CL_00078,HNI,TXN_0006875,2026-06-04,19459.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19459.04,0.0,19459.04
RM_0006,East,CL_00780,Ultra HNI,TXN_0010315,2026-04-14,0.0,0.0,0.0,12962.18,4300.97,0.0,0.0,0.0,0.0,17263.15,17263.15
RM_0027,North,CL_00399,Retail,TXN_0013884,2026-06-15,0.0,0.0,0.0,0.0,13135.58,0.0,20392.97,0.0,20392.97,13135.58,33528.55
RM_0033,West,CL_00837,Retail,TXN_0007870,2026-04-05,0.0,0.0,0.0,0.0,6179.88,7166.07,12563.06,0.0,19729.13,6179.88,25909.01
RM_0033,West,CL_00703,Retail,TXN_0002369,2026-05-13,0.0,11765.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11765.52,11765.52
RM_0033,West,CL_00639,HNI,TXN_0009670,2026-05-24,15958.62,0.0,0.0,0.0,0.0,20160.77,0.0,7062.65,36119.39,7062.65,43182.04
RM_0040,Central,CL_00523,HNI,TXN_0012761,2026-05-22,9977.17,0.0,0.0,0.0,3461.68,0.0,0.0,0.0,9977.17,3461.68,13438.85
RM_0006,East,CL_00796,Retail,TXN_0008414,2026-04-25,7487.94,14349.73,0.0,0.0,0.0,0.0,0.0,21754.48,7487.94,36104.21,43592.15
